id	label	type
Ford (19121)	'Ford (19121)'@en	person
2004-10-25T18:51:49.683	'2004-10-25T18:51:49.683'@en	literal
trade 3239222	'trade 3239222'@en	transaction
Helena (4021)	'Helena (4021)'@en	person
2004-10-25T19:37:37.210	'2004-10-25T19:37:37.210'@en	literal
trade 3239380	'trade 3239380'@en	transaction
Myra (7263)	'Myra (7263)'@en	person
2004-10-25T20:31:22.370	'2004-10-25T20:31:22.370'@en	literal
233	'233'@en	literal
trade 3239536	'trade 3239536'@en	transaction
2004-10-25T20:55:17.597	'2004-10-25T20:55:17.597'@en	literal
0.151	'0.151'@en	literal
trade 3239597	'trade 3239597'@en	transaction
2004-10-25T21:38:44.063	'2004-10-25T21:38:44.063'@en	literal
trade 3239713	'trade 3239713'@en	transaction
2004-10-25T21:45:40.007	'2004-10-25T21:45:40.007'@en	literal
0.282	'0.282'@en	literal
trade 3240000	'trade 3240000'@en	transaction
Maliyah (19135)	'Maliyah (19135)'@en	person
2004-10-25T22:59:38.420	'2004-10-25T22:59:38.420'@en	literal
0.146	'0.146'@en	literal
trade 3240155	'trade 3240155'@en	transaction
2004-10-26T00:14:16.607	'2004-10-26T00:14:16.607'@en	literal
trade 3240562	'trade 3240562'@en	transaction
Audrey (17337)	'Audrey (17337)'@en	person
2004-10-26T03:22:46.733	'2004-10-26T03:22:46.733'@en	literal
trade 3241153	'trade 3241153'@en	transaction
2004-10-26T08:35:15.760	'2004-10-26T08:35:15.760'@en	literal
trade 3241412	'trade 3241412'@en	transaction
Felicity (18941)	'Felicity (18941)'@en	person
2004-10-26T10:11:03.187	'2004-10-26T10:11:03.187'@en	literal
trade 3241421	'trade 3241421'@en	transaction
2004-10-26T10:14:59.700	'2004-10-26T10:14:59.700'@en	literal
trade 3241568	'trade 3241568'@en	transaction
2004-10-26T10:39:14.560	'2004-10-26T10:39:14.560'@en	literal
trade 3241642	'trade 3241642'@en	transaction
2004-10-26T10:46:26.513	'2004-10-26T10:46:26.513'@en	literal
trade 3241675	'trade 3241675'@en	transaction
2004-10-26T10:54:05.590	'2004-10-26T10:54:05.590'@en	literal
trade 3241751	'trade 3241751'@en	transaction
2004-10-26T10:58:25.543	'2004-10-26T10:58:25.543'@en	literal
trade 3242039	'trade 3242039'@en	transaction
2004-10-26T11:55:27.037	'2004-10-26T11:55:27.037'@en	literal
trade 3242237	'trade 3242237'@en	transaction
Ophelia (18950)	'Ophelia (18950)'@en	person
2004-10-26T12:31:27.543	'2004-10-26T12:31:27.543'@en	literal
trade 3242460	'trade 3242460'@en	transaction
2004-10-26T13:01:34.010	'2004-10-26T13:01:34.010'@en	literal
trade 3242605	'trade 3242605'@en	transaction
Remington (18494)	'Remington (18494)'@en	person
Cruz (18679)	'Cruz (18679)'@en	person
2004-10-26T13:28:27.297	'2004-10-26T13:28:27.297'@en	literal
trade 3242699	'trade 3242699'@en	transaction
2004-10-26T13:45:12.490	'2004-10-26T13:45:12.490'@en	literal
trade 3242863	'trade 3242863'@en	transaction
2004-10-26T14:19:49.803	'2004-10-26T14:19:49.803'@en	literal
0.269	'0.269'@en	literal
trade 3243488	'trade 3243488'@en	transaction
2004-10-26T17:39:41.037	'2004-10-26T17:39:41.037'@en	literal
trade 3244140	'trade 3244140'@en	transaction
2004-10-26T19:29:09.083	'2004-10-26T19:29:09.083'@en	literal
trade 3244346	'trade 3244346'@en	transaction
2004-10-26T19:57:32.490	'2004-10-26T19:57:32.490'@en	literal
trade 3244356	'trade 3244356'@en	transaction
Mohamed (7219)	'Mohamed (7219)'@en	person
2004-10-26T19:59:33.237	'2004-10-26T19:59:33.237'@en	literal
trade 3244718	'trade 3244718'@en	transaction
2004-10-26T20:30:16.357	'2004-10-26T20:30:16.357'@en	literal
trade 3244834	'trade 3244834'@en	transaction
Leighton (18983)	'Leighton (18983)'@en	person
2004-10-26T20:43:08.720	'2004-10-26T20:43:08.720'@en	literal
trade 3244915	'trade 3244915'@en	transaction
2004-10-26T20:48:08.730	'2004-10-26T20:48:08.730'@en	literal
0.311	'0.311'@en	literal
trade 3245019	'trade 3245019'@en	transaction
2004-10-26T21:02:44.363	'2004-10-26T21:02:44.363'@en	literal
trade 3245652	'trade 3245652'@en	transaction
2004-10-26T22:43:48.947	'2004-10-26T22:43:48.947'@en	literal
0.312	'0.312'@en	literal
trade 3245767	'trade 3245767'@en	transaction
Raven (19025)	'Raven (19025)'@en	person
2004-10-26T22:56:01.460	'2004-10-26T22:56:01.460'@en	literal
trade 3246394	'trade 3246394'@en	transaction
2004-10-26T23:49:05.570	'2004-10-26T23:49:05.570'@en	literal
trade 3246502	'trade 3246502'@en	transaction
2004-10-26T23:59:50.637	'2004-10-26T23:59:50.637'@en	literal
trade 3247242	'trade 3247242'@en	transaction
Lana (18949)	'Lana (18949)'@en	person
2004-10-27T07:50:53.100	'2004-10-27T07:50:53.100'@en	literal
trade 3247278	'trade 3247278'@en	transaction
Brooks (17689)	'Brooks (17689)'@en	person
2004-10-27T07:50:56.443	'2004-10-27T07:50:56.443'@en	literal
0.318	'0.318'@en	literal
trade 3247581	'trade 3247581'@en	transaction
Serenity (17402)	'Serenity (17402)'@en	person
2004-10-27T08:47:11.613	'2004-10-27T08:47:11.613'@en	literal
trade 3247794	'trade 3247794'@en	transaction
2004-10-27T09:05:11.843	'2004-10-27T09:05:11.843'@en	literal
trade 3247823	'trade 3247823'@en	transaction
Jeffrey (18938)	'Jeffrey (18938)'@en	person
2004-10-27T09:06:17.630	'2004-10-27T09:06:17.630'@en	literal
0.196	'0.196'@en	literal
trade 3248509	'trade 3248509'@en	transaction
2004-10-27T11:08:25.443	'2004-10-27T11:08:25.443'@en	literal
0.175	'0.175'@en	literal
trade 3248657	'trade 3248657'@en	transaction
2004-10-27T11:48:53.410	'2004-10-27T11:48:53.410'@en	literal
trade 3248818	'trade 3248818'@en	transaction
2004-10-27T12:01:25.037	'2004-10-27T12:01:25.037'@en	literal
trade 3249191	'trade 3249191'@en	transaction
2004-10-27T12:50:31.890	'2004-10-27T12:50:31.890'@en	literal
trade 3249224	'trade 3249224'@en	transaction
Luka (18344)	'Luka (18344)'@en	person
Maddison (19172)	'Maddison (19172)'@en	person
2004-10-27T12:52:34.697	'2004-10-27T12:52:34.697'@en	literal
trade 3249349	'trade 3249349'@en	transaction
2004-10-27T12:58:53.933	'2004-10-27T12:58:53.933'@en	literal
trade 3249449	'trade 3249449'@en	transaction
2004-10-27T13:03:13.563	'2004-10-27T13:03:13.563'@en	literal
trade 3249474	'trade 3249474'@en	transaction
2004-10-27T13:03:33.143	'2004-10-27T13:03:33.143'@en	literal
trade 3249611	'trade 3249611'@en	transaction
2004-10-27T13:12:33.483	'2004-10-27T13:12:33.483'@en	literal
trade 3250092	'trade 3250092'@en	transaction
Maddox (18362)	'Maddox (18362)'@en	person
2004-10-27T13:32:19.990	'2004-10-27T13:32:19.990'@en	literal
trade 3250124	'trade 3250124'@en	transaction
Mira (19197)	'Mira (19197)'@en	person
2004-10-27T13:36:23.307	'2004-10-27T13:36:23.307'@en	literal
trade 3250312	'trade 3250312'@en	transaction
2004-10-27T13:43:37.420	'2004-10-27T13:43:37.420'@en	literal
trade 3251281	'trade 3251281'@en	transaction
2004-10-27T15:58:30.877	'2004-10-27T15:58:30.877'@en	literal
trade 3251443	'trade 3251443'@en	transaction
2004-10-27T16:30:44.647	'2004-10-27T16:30:44.647'@en	literal
0.326	'0.326'@en	literal
trade 3251806	'trade 3251806'@en	transaction
2004-10-27T18:04:13.550	'2004-10-27T18:04:13.550'@en	literal
trade 3252279	'trade 3252279'@en	transaction
Jaime (7480)	'Jaime (7480)'@en	person
Ella (14120)	'Ella (14120)'@en	person
2004-10-27T19:59:03.950	'2004-10-27T19:59:03.950'@en	literal
trade 3252283	'trade 3252283'@en	transaction
2004-10-27T20:03:06.487	'2004-10-27T20:03:06.487'@en	literal
trade 3252548	'trade 3252548'@en	transaction
2004-10-27T21:01:00.510	'2004-10-27T21:01:00.510'@en	literal
trade 3252594	'trade 3252594'@en	transaction
2004-10-27T21:17:21.187	'2004-10-27T21:17:21.187'@en	literal
trade 3252820	'trade 3252820'@en	transaction
2004-10-27T23:30:51.400	'2004-10-27T23:30:51.400'@en	literal
trade 3253335	'trade 3253335'@en	transaction
2004-10-28T06:20:58.723	'2004-10-28T06:20:58.723'@en	literal
trade 3253434	'trade 3253434'@en	transaction
Jack (15431)	'Jack (15431)'@en	person
2004-10-28T07:45:38.583	'2004-10-28T07:45:38.583'@en	literal
trade 3253783	'trade 3253783'@en	transaction
2004-10-28T10:04:17.980	'2004-10-28T10:04:17.980'@en	literal
trade 3253789	'trade 3253789'@en	transaction
2004-10-28T10:05:40.423	'2004-10-28T10:05:40.423'@en	literal
trade 3253851	'trade 3253851'@en	transaction
2004-10-28T10:24:32.047	'2004-10-28T10:24:32.047'@en	literal
0.331	'0.331'@en	literal
trade 3253991	'trade 3253991'@en	transaction
2004-10-28T10:53:52.710	'2004-10-28T10:53:52.710'@en	literal
trade 3254024	'trade 3254024'@en	transaction
2004-10-28T10:57:10.773	'2004-10-28T10:57:10.773'@en	literal
trade 3254054	'trade 3254054'@en	transaction
2004-10-28T11:07:29.293	'2004-10-28T11:07:29.293'@en	literal
0.156	'0.156'@en	literal
trade 3254162	'trade 3254162'@en	transaction
2004-10-28T11:24:58.180	'2004-10-28T11:24:58.180'@en	literal
trade 3254430	'trade 3254430'@en	transaction
2004-10-28T12:19:07.150	'2004-10-28T12:19:07.150'@en	literal
trade 3254504	'trade 3254504'@en	transaction
2004-10-28T12:44:17.120	'2004-10-28T12:44:17.120'@en	literal
0.333	'0.333'@en	literal
65	'65'@en	literal
trade 3254570	'trade 3254570'@en	transaction
Ruben (19138)	'Ruben (19138)'@en	person
2004-10-28T12:47:59.047	'2004-10-28T12:47:59.047'@en	literal
trade 3254639	'trade 3254639'@en	transaction
2004-10-28T12:51:06.390	'2004-10-28T12:51:06.390'@en	literal
trade 3255094	'trade 3255094'@en	transaction
2004-10-28T14:10:50.007	'2004-10-28T14:10:50.007'@en	literal
trade 3255121	'trade 3255121'@en	transaction
Jordan (17555)	'Jordan (17555)'@en	person
2004-10-28T14:15:26.950	'2004-10-28T14:15:26.950'@en	literal
trade 3255246	'trade 3255246'@en	transaction
2004-10-28T15:02:48.890	'2004-10-28T15:02:48.890'@en	literal
trade 3255358	'trade 3255358'@en	transaction
2004-10-28T15:23:43.463	'2004-10-28T15:23:43.463'@en	literal
trade 3255524	'trade 3255524'@en	transaction
2004-10-28T15:54:28.133	'2004-10-28T15:54:28.133'@en	literal
trade 3255630	'trade 3255630'@en	transaction
2004-10-28T16:08:29.640	'2004-10-28T16:08:29.640'@en	literal
trade 3256662	'trade 3256662'@en	transaction
2004-10-28T19:39:46.023	'2004-10-28T19:39:46.023'@en	literal
trade 3256695	'trade 3256695'@en	transaction
2004-10-28T19:44:47.860	'2004-10-28T19:44:47.860'@en	literal
trade 3256759	'trade 3256759'@en	transaction
2004-10-28T19:47:22.047	'2004-10-28T19:47:22.047'@en	literal
trade 3257023	'trade 3257023'@en	transaction
2004-10-28T20:54:30.680	'2004-10-28T20:54:30.680'@en	literal
trade 3257393	'trade 3257393'@en	transaction
2004-10-28T22:10:54.660	'2004-10-28T22:10:54.660'@en	literal
trade 3257626	'trade 3257626'@en	transaction
2004-10-28T22:43:19.810	'2004-10-28T22:43:19.810'@en	literal
trade 3257656	'trade 3257656'@en	transaction
Luciano (19009)	'Luciano (19009)'@en	person
2004-10-28T22:48:18.067	'2004-10-28T22:48:18.067'@en	literal
trade 3257662	'trade 3257662'@en	transaction
2004-10-28T22:48:32.367	'2004-10-28T22:48:32.367'@en	literal
trade 3257758	'trade 3257758'@en	transaction
2004-10-28T22:57:39.960	'2004-10-28T22:57:39.960'@en	literal
trade 3258064	'trade 3258064'@en	transaction
Mallory (7808)	'Mallory (7808)'@en	person
2004-10-29T00:22:09.240	'2004-10-29T00:22:09.240'@en	literal
0.309	'0.309'@en	literal
trade 3259251	'trade 3259251'@en	transaction
Ezequiel (18881)	'Ezequiel (18881)'@en	person
2004-10-29T09:34:34.977	'2004-10-29T09:34:34.977'@en	literal
trade 3259692	'trade 3259692'@en	transaction
Eliza (18208)	'Eliza (18208)'@en	person
2004-10-29T10:58:28.620	'2004-10-29T10:58:28.620'@en	literal
trade 3259699	'trade 3259699'@en	transaction
2004-10-29T10:59:09.930	'2004-10-29T10:59:09.930'@en	literal
trade 3259873	'trade 3259873'@en	transaction
Francis (19185)	'Francis (19185)'@en	person
2004-10-29T11:11:41.307	'2004-10-29T11:11:41.307'@en	literal
0.316	'0.316'@en	literal
trade 3260279	'trade 3260279'@en	transaction
2004-10-29T13:51:30.790	'2004-10-29T13:51:30.790'@en	literal
trade 3260311	'trade 3260311'@en	transaction
2004-10-29T13:53:46.120	'2004-10-29T13:53:46.120'@en	literal
trade 3260394	'trade 3260394'@en	transaction
2004-10-29T13:56:46.213	'2004-10-29T13:56:46.213'@en	literal
trade 3260524	'trade 3260524'@en	transaction
2004-10-29T14:04:04.963	'2004-10-29T14:04:04.963'@en	literal
trade 3260613	'trade 3260613'@en	transaction
2004-10-29T14:17:36.823	'2004-10-29T14:17:36.823'@en	literal
trade 3260770	'trade 3260770'@en	transaction
2004-10-29T14:30:30.823	'2004-10-29T14:30:30.823'@en	literal
trade 3261033	'trade 3261033'@en	transaction
2004-10-29T15:23:35.277	'2004-10-29T15:23:35.277'@en	literal
0.148	'0.148'@en	literal
trade 3261517	'trade 3261517'@en	transaction
Kamden (19177)	'Kamden (19177)'@en	person
2004-10-29T16:15:05.893	'2004-10-29T16:15:05.893'@en	literal
trade 3261589	'trade 3261589'@en	transaction
2004-10-29T16:20:26.077	'2004-10-29T16:20:26.077'@en	literal
trade 3261629	'trade 3261629'@en	transaction
2004-10-29T16:22:38.650	'2004-10-29T16:22:38.650'@en	literal
trade 3261645	'trade 3261645'@en	transaction
2004-10-29T16:23:39.687	'2004-10-29T16:23:39.687'@en	literal
trade 3261797	'trade 3261797'@en	transaction
2004-10-29T16:38:17.493	'2004-10-29T16:38:17.493'@en	literal
trade 3261980	'trade 3261980'@en	transaction
2004-10-29T17:09:59.933	'2004-10-29T17:09:59.933'@en	literal
trade 3262419	'trade 3262419'@en	transaction
2004-10-29T19:55:47.777	'2004-10-29T19:55:47.777'@en	literal
trade 3262597	'trade 3262597'@en	transaction
2004-10-29T20:40:33.313	'2004-10-29T20:40:33.313'@en	literal
trade 3262640	'trade 3262640'@en	transaction
2004-10-29T20:48:12.070	'2004-10-29T20:48:12.070'@en	literal
trade 3262952	'trade 3262952'@en	transaction
2004-10-29T22:33:11.513	'2004-10-29T22:33:11.513'@en	literal
trade 3263229	'trade 3263229'@en	transaction
Adan (19149)	'Adan (19149)'@en	person
2004-10-29T23:38:44.530	'2004-10-29T23:38:44.530'@en	literal
trade 3263523	'trade 3263523'@en	transaction
Mabel (19046)	'Mabel (19046)'@en	person
2004-10-30T01:07:26.660	'2004-10-30T01:07:26.660'@en	literal
trade 3263667	'trade 3263667'@en	transaction
2004-10-30T03:01:11.313	'2004-10-30T03:01:11.313'@en	literal
trade 3264212	'trade 3264212'@en	transaction
2004-10-30T09:14:11.097	'2004-10-30T09:14:11.097'@en	literal
trade 3264467	'trade 3264467'@en	transaction
2004-10-30T09:48:50.520	'2004-10-30T09:48:50.520'@en	literal
trade 3264864	'trade 3264864'@en	transaction
2004-10-30T12:00:50.897	'2004-10-30T12:00:50.897'@en	literal
trade 3265030	'trade 3265030'@en	transaction
2004-10-30T12:16:07.473	'2004-10-30T12:16:07.473'@en	literal
trade 3265180	'trade 3265180'@en	transaction
2004-10-30T12:59:11.220	'2004-10-30T12:59:11.220'@en	literal
trade 3265343	'trade 3265343'@en	transaction
Piper (17690)	'Piper (17690)'@en	person
2004-10-30T13:15:28.770	'2004-10-30T13:15:28.770'@en	literal
trade 3265464	'trade 3265464'@en	transaction
2004-10-30T13:27:09.313	'2004-10-30T13:27:09.313'@en	literal
trade 3265473	'trade 3265473'@en	transaction
2004-10-30T13:28:11.613	'2004-10-30T13:28:11.613'@en	literal
trade 3265767	'trade 3265767'@en	transaction
2004-10-30T14:19:46.450	'2004-10-30T14:19:46.450'@en	literal
0.332	'0.332'@en	literal
trade 3265790	'trade 3265790'@en	transaction
2004-10-30T14:22:23.947	'2004-10-30T14:22:23.947'@en	literal
trade 3265798	'trade 3265798'@en	transaction
2004-10-30T14:24:07.410	'2004-10-30T14:24:07.410'@en	literal
trade 3265848	'trade 3265848'@en	transaction
2004-10-30T14:27:06.533	'2004-10-30T14:27:06.533'@en	literal
trade 3266084	'trade 3266084'@en	transaction
2004-10-30T15:11:35.020	'2004-10-30T15:11:35.020'@en	literal
0.147	'0.147'@en	literal
trade 3268500	'trade 3268500'@en	transaction
Isabella (13537)	'Isabella (13537)'@en	person
2004-10-31T06:48:15.123	'2004-10-31T06:48:15.123'@en	literal
trade 3269097	'trade 3269097'@en	transaction
2004-10-31T11:47:46.593	'2004-10-31T11:47:46.593'@en	literal
0.334	'0.334'@en	literal
trade 3269535	'trade 3269535'@en	transaction
2004-10-31T13:47:16.783	'2004-10-31T13:47:16.783'@en	literal
trade 3269545	'trade 3269545'@en	transaction
2004-10-31T13:49:59.423	'2004-10-31T13:49:59.423'@en	literal
26	'26'@en	literal
trade 3269997	'trade 3269997'@en	transaction
2004-10-31T15:08:56.347	'2004-10-31T15:08:56.347'@en	literal
trade 3270090	'trade 3270090'@en	transaction
Shiloh (19112)	'Shiloh (19112)'@en	person
2004-10-31T15:11:36.423	'2004-10-31T15:11:36.423'@en	literal
trade 3270255	'trade 3270255'@en	transaction
2004-10-31T15:53:50.633	'2004-10-31T15:53:50.633'@en	literal
trade 3270455	'trade 3270455'@en	transaction
2004-10-31T16:15:49.633	'2004-10-31T16:15:49.633'@en	literal
trade 3270755	'trade 3270755'@en	transaction
Alexis (19189)	'Alexis (19189)'@en	person
2004-10-31T17:03:54.130	'2004-10-31T17:03:54.130'@en	literal
trade 3270901	'trade 3270901'@en	transaction
2004-10-31T17:30:13.810	'2004-10-31T17:30:13.810'@en	literal
trade 3270913	'trade 3270913'@en	transaction
2004-10-31T17:31:55.320	'2004-10-31T17:31:55.320'@en	literal
trade 3270962	'trade 3270962'@en	transaction
Emersyn (18349)	'Emersyn (18349)'@en	person
2004-10-31T17:33:15.683	'2004-10-31T17:33:15.683'@en	literal
trade 3271427	'trade 3271427'@en	transaction
Sadie (17515)	'Sadie (17515)'@en	person
2004-10-31T18:47:20.943	'2004-10-31T18:47:20.943'@en	literal
trade 3271633	'trade 3271633'@en	transaction
Caden (18526)	'Caden (18526)'@en	person
2004-10-31T19:27:43.443	'2004-10-31T19:27:43.443'@en	literal
trade 3271887	'trade 3271887'@en	transaction
2004-10-31T19:42:59.863	'2004-10-31T19:42:59.863'@en	literal
trade 3272288	'trade 3272288'@en	transaction
2004-10-31T21:45:04.393	'2004-10-31T21:45:04.393'@en	literal
trade 3272346	'trade 3272346'@en	transaction
2004-10-31T21:59:17.793	'2004-10-31T21:59:17.793'@en	literal
trade 3272633	'trade 3272633'@en	transaction
2004-10-31T22:32:31.320	'2004-10-31T22:32:31.320'@en	literal
trade 3272818	'trade 3272818'@en	transaction
2004-10-31T22:57:02.783	'2004-10-31T22:57:02.783'@en	literal
trade 3272884	'trade 3272884'@en	transaction
Grady (18973)	'Grady (18973)'@en	person
2004-10-31T23:07:38.777	'2004-10-31T23:07:38.777'@en	literal
trade 3272993	'trade 3272993'@en	transaction
Elisa (4100)	'Elisa (4100)'@en	person
2004-10-31T23:31:56.973	'2004-10-31T23:31:56.973'@en	literal
42	'42'@en	literal
trade 3273195	'trade 3273195'@en	transaction
2004-11-01T00:00:44.150	'2004-11-01T00:00:44.150'@en	literal
trade 3274084	'trade 3274084'@en	transaction
2004-11-01T07:26:45.360	'2004-11-01T07:26:45.360'@en	literal
trade 3274094	'trade 3274094'@en	transaction
2004-11-01T07:27:17.473	'2004-11-01T07:27:17.473'@en	literal
trade 3274126	'trade 3274126'@en	transaction
2004-11-01T07:28:46.057	'2004-11-01T07:28:46.057'@en	literal
trade 3274229	'trade 3274229'@en	transaction
Kylo (19099)	'Kylo (19099)'@en	person
2004-11-01T07:58:54.647	'2004-11-01T07:58:54.647'@en	literal
trade 3274274	'trade 3274274'@en	transaction
2004-11-01T08:38:08.153	'2004-11-01T08:38:08.153'@en	literal
0.232	'0.232'@en	literal
trade 3274344	'trade 3274344'@en	transaction
2004-11-01T08:44:33.937	'2004-11-01T08:44:33.937'@en	literal
trade 3274739	'trade 3274739'@en	transaction
2004-11-01T09:16:17.653	'2004-11-01T09:16:17.653'@en	literal
trade 3274753	'trade 3274753'@en	transaction
2004-11-01T09:16:38.217	'2004-11-01T09:16:38.217'@en	literal
trade 3274909	'trade 3274909'@en	transaction
Justice (9708)	'Justice (9708)'@en	person
2004-11-01T09:21:57.500	'2004-11-01T09:21:57.500'@en	literal
trade 3275646	'trade 3275646'@en	transaction
2004-11-01T10:17:18.123	'2004-11-01T10:17:18.123'@en	literal
trade 3275795	'trade 3275795'@en	transaction
2004-11-01T10:51:26.910	'2004-11-01T10:51:26.910'@en	literal
trade 3276262	'trade 3276262'@en	transaction
2004-11-01T11:23:58.817	'2004-11-01T11:23:58.817'@en	literal
0.145	'0.145'@en	literal
trade 3276595	'trade 3276595'@en	transaction
2004-11-01T12:57:52.383	'2004-11-01T12:57:52.383'@en	literal
trade 3276602	'trade 3276602'@en	transaction
2004-11-01T12:58:36.153	'2004-11-01T12:58:36.153'@en	literal
trade 3276721	'trade 3276721'@en	transaction
Brooke (18514)	'Brooke (18514)'@en	person
2004-11-01T13:09:53.637	'2004-11-01T13:09:53.637'@en	literal
trade 3276804	'trade 3276804'@en	transaction
2004-11-01T13:18:33.357	'2004-11-01T13:18:33.357'@en	literal
trade 3276911	'trade 3276911'@en	transaction
2004-11-01T13:30:36.827	'2004-11-01T13:30:36.827'@en	literal
0.133	'0.133'@en	literal
trade 3276929	'trade 3276929'@en	transaction
2004-11-01T13:31:47.330	'2004-11-01T13:31:47.330'@en	literal
trade 3277002	'trade 3277002'@en	transaction
Zander (18614)	'Zander (18614)'@en	person
2004-11-01T13:35:10.240	'2004-11-01T13:35:10.240'@en	literal
trade 3277666	'trade 3277666'@en	transaction
2004-11-01T14:50:42.303	'2004-11-01T14:50:42.303'@en	literal
0.358	'0.358'@en	literal
trade 3277787	'trade 3277787'@en	transaction
2004-11-01T15:00:33.873	'2004-11-01T15:00:33.873'@en	literal
trade 3277789	'trade 3277789'@en	transaction
2004-11-01T15:00:35.497	'2004-11-01T15:00:35.497'@en	literal
trade 3277843	'trade 3277843'@en	transaction
2004-11-01T15:03:16.090	'2004-11-01T15:03:16.090'@en	literal
trade 3278140	'trade 3278140'@en	transaction
Kashton (1908)	'Kashton (1908)'@en	person
2004-11-01T15:30:19.750	'2004-11-01T15:30:19.750'@en	literal
trade 3278305	'trade 3278305'@en	transaction
2004-11-01T15:39:40.003	'2004-11-01T15:39:40.003'@en	literal
0.347	'0.347'@en	literal
trade 3278380	'trade 3278380'@en	transaction
2004-11-01T15:55:09.697	'2004-11-01T15:55:09.697'@en	literal
trade 3278540	'trade 3278540'@en	transaction
2004-11-01T16:11:31.487	'2004-11-01T16:11:31.487'@en	literal
trade 3278599	'trade 3278599'@en	transaction
Isla (16849)	'Isla (16849)'@en	person
2004-11-01T16:23:13.050	'2004-11-01T16:23:13.050'@en	literal
0.132	'0.132'@en	literal
trade 3278747	'trade 3278747'@en	transaction
Natalia (17563)	'Natalia (17563)'@en	person
2004-11-01T16:32:12.693	'2004-11-01T16:32:12.693'@en	literal
0.363	'0.363'@en	literal
trade 3278851	'trade 3278851'@en	transaction
2004-11-01T16:39:20.480	'2004-11-01T16:39:20.480'@en	literal
trade 3278972	'trade 3278972'@en	transaction
2004-11-01T16:44:26.900	'2004-11-01T16:44:26.900'@en	literal
0.359	'0.359'@en	literal
trade 3279564	'trade 3279564'@en	transaction
2004-11-01T17:19:00.990	'2004-11-01T17:19:00.990'@en	literal
trade 3280413	'trade 3280413'@en	transaction
Damon (19043)	'Damon (19043)'@en	person
2004-11-01T18:14:34.773	'2004-11-01T18:14:34.773'@en	literal
trade 3280420	'trade 3280420'@en	transaction
2004-11-01T18:14:40.540	'2004-11-01T18:14:40.540'@en	literal
trade 3280564	'trade 3280564'@en	transaction
2004-11-01T19:04:41.030	'2004-11-01T19:04:41.030'@en	literal
trade 3280674	'trade 3280674'@en	transaction
2004-11-01T19:26:10.237	'2004-11-01T19:26:10.237'@en	literal
trade 3280851	'trade 3280851'@en	transaction
2004-11-01T19:36:55.030	'2004-11-01T19:36:55.030'@en	literal
trade 3280861	'trade 3280861'@en	transaction
2004-11-01T19:37:00.860	'2004-11-01T19:37:00.860'@en	literal
0.125	'0.125'@en	literal
trade 3281025	'trade 3281025'@en	transaction
2004-11-01T19:45:59.593	'2004-11-01T19:45:59.593'@en	literal
trade 3281158	'trade 3281158'@en	transaction
2004-11-01T19:47:44.340	'2004-11-01T19:47:44.340'@en	literal
0.136	'0.136'@en	literal
trade 3281257	'trade 3281257'@en	transaction
2004-11-01T19:55:41.210	'2004-11-01T19:55:41.210'@en	literal
0.39	'0.39'@en	literal
trade 3281350	'trade 3281350'@en	transaction
2004-11-01T20:00:11.217	'2004-11-01T20:00:11.217'@en	literal
trade 3281365	'trade 3281365'@en	transaction
Sullivan (18978)	'Sullivan (18978)'@en	person
2004-11-01T20:03:43.940	'2004-11-01T20:03:43.940'@en	literal
0.128	'0.128'@en	literal
trade 3281487	'trade 3281487'@en	transaction
2004-11-01T20:12:41.190	'2004-11-01T20:12:41.190'@en	literal
trade 3281502	'trade 3281502'@en	transaction
Finnegan (19004)	'Finnegan (19004)'@en	person
2004-11-01T20:13:32.930	'2004-11-01T20:13:32.930'@en	literal
trade 3281703	'trade 3281703'@en	transaction
2004-11-01T20:39:33.477	'2004-11-01T20:39:33.477'@en	literal
trade 3281873	'trade 3281873'@en	transaction
2004-11-01T21:04:29.650	'2004-11-01T21:04:29.650'@en	literal
trade 3282048	'trade 3282048'@en	transaction
2004-11-01T21:22:46.230	'2004-11-01T21:22:46.230'@en	literal
0.135	'0.135'@en	literal
trade 3282344	'trade 3282344'@en	transaction
2004-11-01T21:46:40.127	'2004-11-01T21:46:40.127'@en	literal
trade 3282557	'trade 3282557'@en	transaction
Nylah (18990)	'Nylah (18990)'@en	person
2004-11-01T22:04:55.567	'2004-11-01T22:04:55.567'@en	literal
trade 3282618	'trade 3282618'@en	transaction
2004-11-01T22:08:10.913	'2004-11-01T22:08:10.913'@en	literal
trade 3282691	'trade 3282691'@en	transaction
2004-11-01T22:12:46.407	'2004-11-01T22:12:46.407'@en	literal
0.134	'0.134'@en	literal
trade 3282716	'trade 3282716'@en	transaction
2004-11-01T22:14:21.760	'2004-11-01T22:14:21.760'@en	literal
0.122	'0.122'@en	literal
trade 3282767	'trade 3282767'@en	transaction
2004-11-01T22:20:55.403	'2004-11-01T22:20:55.403'@en	literal
0.138	'0.138'@en	literal
trade 3282906	'trade 3282906'@en	transaction
Penelope (16202)	'Penelope (16202)'@en	person
2004-11-01T22:35:12.450	'2004-11-01T22:35:12.450'@en	literal
trade 3282973	'trade 3282973'@en	transaction
Aitana (18902)	'Aitana (18902)'@en	person
2004-11-01T22:48:47.443	'2004-11-01T22:48:47.443'@en	literal
0.139	'0.139'@en	literal
trade 3283142	'trade 3283142'@en	transaction
2004-11-01T23:06:58.197	'2004-11-01T23:06:58.197'@en	literal
trade 3283434	'trade 3283434'@en	transaction
2004-11-01T23:49:07.347	'2004-11-01T23:49:07.347'@en	literal
trade 3283536	'trade 3283536'@en	transaction
