node1	label	node2
trade 3111983	price	0.345
trade 3111983	quantity	5
trade 3112781	buyer	Dylan (16748)
trade 3112781	seller	Andre (18616)
trade 3112781	time	2004-09-23T12:54:59.163
trade 3112781	asset	REP04_L52
trade 3112781	price	0.273
trade 3112781	quantity	10
trade 3112839	buyer	Wade (18814)
trade 3112839	seller	Landon (17389)
trade 3112839	time	2004-09-23T13:02:36.767
trade 3112839	asset	REP04_G52
trade 3112839	price	0.352
trade 3112839	quantity	7
trade 3112990	buyer	Remy (18862)
trade 3112990	seller	Peyton (18019)
trade 3112990	time	2004-09-23T13:23:00.563
trade 3112990	asset	DEM04_L52
trade 3112990	price	0.291
trade 3112990	quantity	60
trade 3113023	buyer	Wade (18814)
trade 3113023	seller	Landon (17389)
trade 3113023	time	2004-09-23T13:27:57.353
trade 3113023	asset	DEM04_G52
trade 3113023	price	0.083
trade 3113023	quantity	8
trade 3113093	buyer	Peyton (18019)
trade 3113093	seller	Wade (18814)
trade 3113093	time	2004-09-23T13:28:26.000
trade 3113093	asset	REP04_G52
trade 3113093	price	0.404
trade 3113093	quantity	20
trade 3113099	buyer	Kehlani (18359)
trade 3113099	seller	Corey (5298)
trade 3113099	time	2004-09-23T13:29:35.440
trade 3113099	asset	REP04_G52
trade 3113099	price	0.42
trade 3113099	quantity	85
trade 3113575	buyer	Orion (18782)
trade 3113575	seller	Landon (17389)
trade 3113575	time	2004-09-23T16:28:09.150
trade 3113575	asset	REP04_G52
trade 3113575	price	0.42
trade 3113575	quantity	98
trade 3113602	buyer	Celeste (18853)
trade 3113602	seller	Elle (1891)
trade 3113602	time	2004-09-23T16:28:20.887
trade 3113602	asset	REP04_L52
trade 3113602	price	0.251
trade 3113602	quantity	10
trade 3113776	buyer	Sean (18806)
trade 3113776	seller	Landon (17389)
trade 3113776	time	2004-09-23T17:35:28.937
trade 3113776	asset	DEM04_G52
trade 3113776	price	0.076
trade 3113776	quantity	10
trade 3113918	buyer	Landon (17389)
trade 3113918	seller	Elle (1891)
trade 3113918	time	2004-09-23T17:58:56.453
trade 3113918	asset	REP04_G52
trade 3113918	price	0.426
trade 3113918	quantity	20
trade 3113953	buyer	Bruce (2691)
trade 3113953	seller	Peyton (18019)
trade 3113953	time	2004-09-23T18:15:12.477
trade 3113953	asset	DEM04_G52
trade 3113953	price	0.079
trade 3113953	quantity	1
trade 3114224	buyer	Ashton (18285)
trade 3114224	seller	Dylan (16748)
trade 3114224	time	2004-09-23T19:57:42.137
trade 3114224	asset	REP04_G52
trade 3114224	price	0.42
trade 3114224	quantity	1
trade 3114315	buyer	Richard (18442)
trade 3114315	seller	Landon (17389)
trade 3114315	time	2004-09-23T21:34:56.833
trade 3114315	asset	REP04_G52
trade 3114315	price	0.423
trade 3114315	quantity	5
trade 3114501	buyer	Miguel (18400)
trade 3114501	seller	Kendra (6314)
trade 3114501	time	2004-09-23T23:19:18.133
trade 3114501	asset	REP04_G52
trade 3114501	price	0.429
trade 3114501	quantity	10
trade 3114800	buyer	Kendra (6314)
trade 3114800	seller	Anastasia (18334)
trade 3114800	time	2004-09-24T09:33:38.397
trade 3114800	asset	REP04_G52
trade 3114800	price	0.417
trade 3114800	quantity	10
trade 3114887	buyer	Landon (17389)
trade 3114887	seller	Miguel (18400)
trade 3114887	time	2004-09-24T09:43:36.897
trade 3114887	asset	REP04_L52
trade 3114887	price	0.225
trade 3114887	quantity	16
trade 3115185	buyer	Adelyn (18510)
trade 3115185	seller	Kendra (6314)
trade 3115185	time	2004-09-24T11:41:11.927
trade 3115185	asset	REP04_G52
trade 3115185	price	0.432
trade 3115185	quantity	2
trade 3116744	buyer	Makenzie (18827)
trade 3116744	seller	Landon (17389)
trade 3116744	time	2004-09-25T08:50:37.540
trade 3116744	asset	REP04_L52
trade 3116744	price	0.233
trade 3116744	quantity	14
trade 3117377	buyer	Landon (17389)
trade 3117377	seller	Peyton (18019)
trade 3117377	time	2004-09-25T15:37:25.753
trade 3117377	asset	DEM04_G52
trade 3117377	price	0.084
trade 3117377	quantity	62
trade 3117518	buyer	Ryan (17264)
trade 3117518	seller	Mckenzie (18611)
trade 3117518	time	2004-09-25T17:15:31.167
trade 3117518	asset	DEM04_L52
trade 3117518	price	0.245
trade 3117518	quantity	15
trade 3117524	buyer	Landon (17389)
trade 3117524	seller	Sophia (1277)
trade 3117524	time	2004-09-25T17:15:46.057
trade 3117524	asset	REP04_G52
trade 3117524	price	0.428
trade 3117524	quantity	10
trade 3117535	buyer	Landon (17389)
trade 3117535	seller	Peyton (18019)
trade 3117535	time	2004-09-25T17:15:46.713
trade 3117535	asset	REP04_L52
trade 3117535	price	0.234
trade 3117535	quantity	28
trade 3117956	buyer	Landon (17389)
trade 3117956	seller	Legend (18259)
trade 3117956	time	2004-09-25T21:26:22.323
trade 3117956	asset	DEM04_G52
trade 3117956	price	0.08
trade 3117956	quantity	15
trade 3118589	buyer	Khalil (18605)
trade 3118589	seller	Landon (17389)
trade 3118589	time	2004-09-26T15:45:40.313
trade 3118589	asset	DEM04_L52
trade 3118589	price	0.242
trade 3118589	quantity	1
trade 3119247	buyer	Kaylee (18212)
trade 3119247	seller	Peyton (18019)
trade 3119247	time	2004-09-26T20:57:36.510
trade 3119247	asset	DEM04_L52
trade 3119247	price	0.245
trade 3119247	quantity	20
trade 3119404	buyer	Peyton (18019)
trade 3119404	seller	Juan (18305)
trade 3119404	time	2004-09-26T21:28:35.057
trade 3119404	asset	REP04_G52
trade 3119404	price	0.472
trade 3119404	quantity	4
trade 3119439	buyer	Landon (17389)
trade 3119439	seller	Kaleb (18499)
trade 3119439	time	2004-09-26T21:32:01.447
trade 3119439	asset	DEM04_L52
trade 3119439	price	0.231
trade 3119439	quantity	10
trade 3119856	buyer	Ryan (17264)
trade 3119856	seller	Adalyn (18292)
trade 3119856	time	2004-09-27T00:35:02.940
trade 3119856	asset	DEM04_L52
trade 3119856	price	0.231
trade 3119856	quantity	40
trade 3120004	buyer	Landon (17389)
trade 3120004	seller	Rodrigo (9508)
trade 3120004	time	2004-09-27T09:08:54.593
trade 3120004	asset	DEM04_L52
trade 3120004	price	0.229
trade 3120004	quantity	2
trade 3120160	buyer	Kaleb (18499)
trade 3120160	seller	Amiyah (18714)
trade 3120160	time	2004-09-27T11:10:51.953
trade 3120160	asset	REP04_G52
trade 3120160	price	0.48
trade 3120160	quantity	5
trade 3120233	buyer	Willa (18838)
trade 3120233	seller	Landon (17389)
trade 3120233	time	2004-09-27T11:36:32.363
trade 3120233	asset	REP04_L52
trade 3120233	price	0.222
trade 3120233	quantity	2
trade 3120296	buyer	Alejandra (6251)
trade 3120296	seller	Landon (17389)
trade 3120296	time	2004-09-27T11:41:52.310
trade 3120296	asset	DEM04_L52
trade 3120296	price	0.217
trade 3120296	quantity	1
trade 3120979	buyer	Nasir (18875)
trade 3120979	seller	Peyton (18019)
trade 3120979	time	2004-09-27T14:30:26.987
trade 3120979	asset	REP04_G52
trade 3120979	price	0.5
trade 3120979	quantity	54
trade 3121002	buyer	Nasir (18875)
trade 3121002	seller	Peyton (18019)
trade 3121002	time	2004-09-27T14:31:13.583
trade 3121002	asset	REP04_G52
trade 3121002	price	0.517
trade 3121002	quantity	64
trade 3121840	buyer	Fiona (18661)
trade 3121840	seller	Landon (17389)
trade 3121840	time	2004-09-27T17:01:55.850
trade 3121840	asset	DEM04_G52
trade 3121840	price	0.069
trade 3121840	quantity	3
trade 3122364	buyer	Jonathan (17400)
trade 3122364	seller	Peyton (18019)
trade 3122364	time	2004-09-27T22:29:20.813
trade 3122364	asset	DEM04_G52
trade 3122364	price	0.067
trade 3122364	quantity	88
trade 3122864	buyer	Fiona (18661)
trade 3122864	seller	Peyton (18019)
trade 3122864	time	2004-09-28T09:39:10.327
trade 3122864	asset	DEM04_G52
trade 3122864	price	0.06
trade 3122864	quantity	45
trade 3122932	buyer	Ryland (4634)
trade 3122932	seller	Juan (18305)
trade 3122932	time	2004-09-28T09:58:59.240
trade 3122932	asset	REP04_G52
trade 3122932	price	0.526
trade 3122932	quantity	1
trade 3122935	buyer	Peyton (18019)
trade 3122935	seller	Ryland (4634)
trade 3122935	time	2004-09-28T09:59:42.523
trade 3122935	asset	REP04_L52
trade 3122935	price	0.202
trade 3122935	quantity	24
trade 3123831	buyer	Gabrielle (18876)
trade 3123831	seller	Delilah (17393)
trade 3123831	time	2004-09-28T14:11:09.993
trade 3123831	asset	REP04_G52
trade 3123831	price	0.51
trade 3123831	quantity	29
trade 3123905	buyer	Ariel (7602)
trade 3123905	seller	Peyton (18019)
trade 3123905	time	2004-09-28T14:29:43.743
trade 3123905	asset	DEM04_G52
trade 3123905	price	0.079
trade 3123905	quantity	45
trade 3124095	buyer	Leia (18659)
trade 3124095	seller	Lexi (18899)
trade 3124095	time	2004-09-28T15:19:46.430
trade 3124095	asset	DEM04_L52
trade 3124095	price	0.211
trade 3124095	quantity	25
trade 3124364	buyer	Hallie (18915)
trade 3124364	seller	Landon (17389)
trade 3124364	time	2004-09-28T17:26:49.440
trade 3124364	asset	DEM04_L52
trade 3124364	price	0.215
trade 3124364	quantity	1
trade 3124438	buyer	Parker (17933)
trade 3124438	seller	Delilah (17393)
trade 3124438	time	2004-09-28T18:12:52.810
trade 3124438	asset	REP04_G52
trade 3124438	price	0.498
trade 3124438	quantity	100
trade 3124886	buyer	Leonel (18826)
trade 3124886	seller	James (1278)
trade 3124886	time	2004-09-28T20:22:17.643
trade 3124886	asset	DEM04_G52
trade 3124886	price	0.089
trade 3124886	quantity	9
trade 3125413	buyer	Landon (17389)
trade 3125413	seller	Juan (18305)
trade 3125413	time	2004-09-28T21:47:32.930
trade 3125413	asset	DEM04_G52
trade 3125413	price	0.088
trade 3125413	quantity	9
trade 3125440	buyer	Landon (17389)
trade 3125440	seller	Delaney (18702)
trade 3125440	time	2004-09-28T21:47:34.130
trade 3125440	asset	REP04_G52
trade 3125440	price	0.46
trade 3125440	quantity	29
trade 3126481	buyer	Cooper (17448)
trade 3126481	seller	Dylan (16748)
trade 3126481	time	2004-09-29T07:32:45.093
trade 3126481	asset	REP04_L52
trade 3126481	price	0.2
trade 3126481	quantity	7
trade 3126524	buyer	Landon (17389)
trade 3126524	seller	Dylan (16748)
trade 3126524	time	2004-09-29T07:36:19.533
trade 3126524	asset	REP04_L52
trade 3126524	price	0.203
trade 3126524	quantity	9
trade 3126644	buyer	Ryder (18178)
trade 3126644	seller	Elle (1891)
trade 3126644	time	2004-09-29T07:52:44.803
trade 3126644	asset	REP04_L52
trade 3126644	price	0.207
trade 3126644	quantity	4
trade 3126645	buyer	Peyton (18019)
trade 3126645	seller	Dylan (16748)
trade 3126645	time	2004-09-29T07:53:04.977
trade 3126645	asset	REP04_G52
trade 3126645	price	0.474
trade 3126645	quantity	40
trade 3126678	buyer	Jaxton (18916)
trade 3126678	seller	James (1278)
trade 3126678	time	2004-09-29T07:57:56.360
trade 3126678	asset	REP04_L52
trade 3126678	price	0.21
trade 3126678	quantity	10
trade 3126883	buyer	Gabrielle (18876)
trade 3126883	seller	Landon (17389)
trade 3126883	time	2004-09-29T08:24:33.557
trade 3126883	asset	REP04_G52
trade 3126883	price	0.499
trade 3126883	quantity	4
trade 3126884	buyer	Cooper (17448)
trade 3126884	seller	Landon (17389)
trade 3126884	time	2004-09-29T08:24:33.557
trade 3126884	asset	REP04_L52
trade 3126884	price	0.2
trade 3126884	quantity	4
trade 3126886	buyer	Ryder (18178)
trade 3126886	seller	Landon (17389)
trade 3126886	time	2004-09-29T08:24:33.837
trade 3126886	asset	DEM04_G52
trade 3126886	price	0.091
trade 3126886	quantity	8
trade 3126995	buyer	Fiona (18661)
trade 3126995	seller	Landon (17389)
trade 3126995	time	2004-09-29T08:25:55.983
trade 3126995	asset	DEM04_L52
trade 3126995	price	0.228
trade 3126995	quantity	1
trade 3127041	buyer	Cesar (18909)
trade 3127041	seller	Landon (17389)
trade 3127041	time	2004-09-29T08:44:13.280
trade 3127041	asset	DEM04_G52
trade 3127041	price	0.084
trade 3127041	quantity	1
trade 3127047	buyer	Ryder (18178)
trade 3127047	seller	Landon (17389)
trade 3127047	time	2004-09-29T08:44:13.560
trade 3127047	asset	DEM04_L52
trade 3127047	price	0.228
trade 3127047	quantity	3
trade 3127476	buyer	Kaleb (18499)
trade 3127476	seller	Corey (5298)
trade 3127476	time	2004-09-29T10:33:49.340
trade 3127476	asset	REP04_G52
trade 3127476	price	0.496
trade 3127476	quantity	1
trade 3127532	buyer	Leonel (18826)
trade 3127532	seller	Landon (17389)
trade 3127532	time	2004-09-29T10:38:09.833
trade 3127532	asset	DEM04_G52
trade 3127532	price	0.095
trade 3127532	quantity	4
trade 3128026	buyer	Michelle (18807)
trade 3128026	seller	Landon (17389)
trade 3128026	time	2004-09-29T12:53:34.337
trade 3128026	asset	REP04_G52
trade 3128026	price	0.501
trade 3128026	quantity	1
trade 3128186	buyer	Romeo (18920)
trade 3128186	seller	Juan (18305)
trade 3128186	time	2004-09-29T13:08:17.643
trade 3128186	asset	REP04_G52
trade 3128186	price	0.525
trade 3128186	quantity	25
trade 3128338	buyer	Julius (18802)
trade 3128338	seller	Landon (17389)
trade 3128338	time	2004-09-29T13:22:55.123
trade 3128338	asset	REP04_G52
trade 3128338	price	0.51
trade 3128338	quantity	21
trade 3128734	buyer	Kaleb (18499)
trade 3128734	seller	Ariel (7602)
trade 3128734	time	2004-09-29T14:17:49.240
trade 3128734	asset	REP04_G52
trade 3128734	price	0.504
trade 3128734	quantity	9
trade 3129546	buyer	Brinley (18882)
trade 3129546	seller	Landon (17389)
trade 3129546	time	2004-09-29T20:08:29.430
trade 3129546	asset	DEM04_G52
trade 3129546	price	0.084
trade 3129546	quantity	2
trade 3129956	buyer	Caiden (18930)
trade 3129956	seller	Landon (17389)
trade 3129956	time	2004-09-29T21:54:56.710
trade 3129956	asset	REP04_G52
trade 3129956	price	0.48
trade 3129956	quantity	16
trade 3130297	buyer	Kaleb (18499)
trade 3130297	seller	Jett (18610)
trade 3130297	time	2004-09-29T23:06:54.980
trade 3130297	asset	REP04_G52
trade 3130297	price	0.455
trade 3130297	quantity	10
trade 3130472	buyer	Caiden (18930)
trade 3130472	seller	Peyton (18019)
trade 3130472	time	2004-09-29T23:28:08.727
trade 3130472	asset	REP04_G52
trade 3130472	price	0.484
trade 3130472	quantity	18
trade 3131046	buyer	Tate (18852)
trade 3131046	seller	Collins (18889)
trade 3131046	time	2004-09-30T07:15:10.727
trade 3131046	asset	DEM04_L52
trade 3131046	price	0.233
trade 3131046	quantity	92
trade 3131055	buyer	Tate (18852)
trade 3131055	seller	James (1278)
trade 3131055	time	2004-09-30T07:15:35.853
trade 3131055	asset	DEM04_L52
trade 3131055	price	0.238
trade 3131055	quantity	5
trade 3131095	buyer	Juan (18305)
trade 3131095	seller	Landon (17389)
trade 3131095	time	2004-09-30T07:26:38.817
trade 3131095	asset	REP04_L52
trade 3131095	price	0.199
trade 3131095	quantity	23
trade 3131098	buyer	Nathaniel (18250)
trade 3131098	seller	Landon (17389)
trade 3131098	time	2004-09-30T07:26:39.067
trade 3131098	asset	DEM04_L52
trade 3131098	price	0.23
trade 3131098	quantity	27
trade 3131408	buyer	Michelle (18807)
trade 3131408	seller	Landon (17389)
trade 3131408	time	2004-09-30T09:06:59.160
trade 3131408	asset	REP04_G52
trade 3131408	price	0.489
trade 3131408	quantity	5
trade 3132003	buyer	Kaleb (18499)
trade 3132003	seller	Landon (17389)
trade 3132003	time	2004-09-30T11:20:19.873
trade 3132003	asset	REP04_G52
trade 3132003	price	0.487
trade 3132003	quantity	2
trade 3132422	buyer	Landon (17389)
trade 3132422	seller	Delilah (17393)
trade 3132422	time	2004-09-30T11:53:28.117
trade 3132422	asset	REP04_G52
trade 3132422	price	0.447
trade 3132422	quantity	7
trade 3132544	buyer	Delilah (17393)
trade 3132544	seller	Parker (17933)
trade 3132544	time	2004-09-30T12:05:39.757
trade 3132544	asset	REP04_L52
trade 3132544	price	0.224
trade 3132544	quantity	100
trade 3132850	buyer	Aspen (18480)
trade 3132850	seller	Ryan (17264)
trade 3132850	time	2004-09-30T12:39:17.470
trade 3132850	asset	DEM04_G52
trade 3132850	price	0.098
trade 3132850	quantity	11
trade 3132955	buyer	Landon (17389)
trade 3132955	seller	Anthony (16685)
trade 3132955	time	2004-09-30T12:52:04.423
trade 3132955	asset	DEM04_G52
trade 3132955	price	0.1
trade 3132955	quantity	11
trade 3133325	buyer	Kaleb (18499)
trade 3133325	seller	Elle (1891)
trade 3133325	time	2004-09-30T13:49:01.867
trade 3133325	asset	DEM04_L52
trade 3133325	price	0.227
trade 3133325	quantity	12
trade 3133582	buyer	Jay (18932)
trade 3133582	seller	Zelda (7422)
trade 3133582	time	2004-09-30T15:03:22.063
trade 3133582	asset	DEM04_G52
trade 3133582	price	0.119
trade 3133582	quantity	50
trade 3134032	buyer	Brayden (18191)
trade 3134032	seller	Landon (17389)
trade 3134032	time	2004-09-30T17:27:15.360
trade 3134032	asset	REP04_G52
trade 3134032	price	0.469
trade 3134032	quantity	1
trade 3134049	buyer	Nola (6784)
trade 3134049	seller	Owen (15547)
trade 3134049	time	2004-09-30T17:28:40.497
trade 3134049	asset	REP04_G52
trade 3134049	price	0.465
trade 3134049	quantity	4
trade 3134144	buyer	Johnny (18946)
trade 3134144	seller	Landon (17389)
trade 3134144	time	2004-09-30T17:45:05.123
trade 3134144	asset	REP04_G52
trade 3134144	price	0.481
trade 3134144	quantity	2
trade 3134194	buyer	Juan (18305)
trade 3134194	seller	Landon (17389)
trade 3134194	time	2004-09-30T17:49:13.543
trade 3134194	asset	DEM04_L52
trade 3134194	price	0.22
trade 3134194	quantity	5
trade 3134491	buyer	Dylan (16748)
trade 3134491	seller	Mila (1535)
trade 3134491	time	2004-09-30T18:50:58.823
trade 3134491	asset	DEM04_L52
trade 3134491	price	0.222
trade 3134491	quantity	5
trade 3134529	buyer	Daleyza (18919)
trade 3134529	seller	Juan (18305)
trade 3134529	time	2004-09-30T19:10:54.047
trade 3134529	asset	REP04_G52
trade 3134529	price	0.5
trade 3134529	quantity	50
trade 3134950	buyer	Landon (17389)
trade 3134950	seller	Aspen (18480)
trade 3134950	time	2004-09-30T20:17:16.123
trade 3134950	asset	REP04_L52
trade 3134950	price	0.199
trade 3134950	quantity	8
trade 3135300	buyer	Brayden (18191)
trade 3135300	seller	Landon (17389)
trade 3135300	time	2004-09-30T20:57:40.060
trade 3135300	asset	REP04_G52
trade 3135300	price	0.495
trade 3135300	quantity	1
trade 3135464	buyer	Rosalie (18422)
trade 3135464	seller	Jonah (18265)
trade 3135464	time	2004-09-30T21:28:39.920
trade 3135464	asset	REP04_G52
trade 3135464	price	0.493
trade 3135464	quantity	1
trade 3135664	buyer	Enzo (18369)
trade 3135664	seller	Tucker (18408)
trade 3135664	time	2004-09-30T22:00:22.360
trade 3135664	asset	REP04_G52
trade 3135664	price	0.488
trade 3135664	quantity	5
trade 3135878	buyer	Landon (17389)
trade 3135878	seller	Lexi (18899)
trade 3135878	time	2004-09-30T22:19:34.440
trade 3135878	asset	REP04_L52
trade 3135878	price	0.194
trade 3135878	quantity	12
trade 3135959	buyer	Anastasia (18334)
trade 3135959	seller	Peyton (18019)
trade 3135959	time	2004-09-30T22:35:36.393
trade 3135959	asset	DEM04_L52
trade 3135959	price	0.234
trade 3135959	quantity	40
trade 3136490	buyer	Axel (17409)
trade 3136490	seller	Landon (17389)
trade 3136490	time	2004-10-01T00:21:36.563
trade 3136490	asset	DEM04_L52
trade 3136490	price	0.236
trade 3136490	quantity	1
trade 3136504	buyer	Khalil (18605)
trade 3136504	seller	Michelle (18807)
trade 3136504	time	2004-10-01T00:24:41.923
trade 3136504	asset	DEM04_L52
trade 3136504	price	0.24
trade 3136504	quantity	4
trade 3136834	buyer	Jayce (18318)
trade 3136834	seller	Landon (17389)
trade 3136834	time	2004-10-01T03:29:56.880
trade 3136834	asset	DEM04_L52
trade 3136834	price	0.251
trade 3136834	quantity	1
trade 3137576	buyer	Landon (17389)
trade 3137576	seller	Lydia (17952)
trade 3137576	time	2004-10-01T08:54:23.897
trade 3137576	asset	DEM04_G52
trade 3137576	price	0.112
trade 3137576	quantity	4
trade 3137776	buyer	Kieran (4286)
trade 3137776	seller	Gabrielle (18876)
trade 3137776	time	2004-10-01T10:07:48.060
trade 3137776	asset	REP04_L52
trade 3137776	price	0.207
trade 3137776	quantity	293
trade 3138220	buyer	Jayson (5491)
trade 3138220	seller	Landon (17389)
trade 3138220	time	2004-10-01T12:03:57.903
trade 3138220	asset	DEM04_G52
trade 3138220	price	0.114
trade 3138220	quantity	1
trade 3138458	buyer	King (18364)
trade 3138458	seller	Jayson (5491)
trade 3138458	time	2004-10-01T13:05:27.400
trade 3138458	asset	REP04_G52
trade 3138458	price	0.427
trade 3138458	quantity	1
trade 3138769	buyer	Alejandra (6251)
trade 3138769	seller	Owen (15547)
trade 3138769	time	2004-10-01T14:39:16.263
trade 3138769	asset	REP04_L52
trade 3138769	price	0.199
trade 3138769	quantity	10
trade 3139181	buyer	Peyton (18019)
trade 3139181	seller	Landon (17389)
trade 3139181	time	2004-10-01T18:35:33.057
trade 3139181	asset	DEM04_G52
trade 3139181	price	0.119
trade 3139181	quantity	1
trade 3139500	buyer	Landon (17389)
trade 3139500	seller	Danna (1945)
trade 3139500	time	2004-10-01T20:09:59.633
trade 3139500	asset	REP04_L52
trade 3139500	price	0.19
trade 3139500	quantity	1
trade 3139652	buyer	Bennett (18106)
trade 3139652	seller	Gabriel (16617)
trade 3139652	time	2004-10-01T21:54:23.560
trade 3139652	asset	REP04_L52
trade 3139652	price	0.189
trade 3139652	quantity	1
trade 3139692	buyer	Heidi (18931)
trade 3139692	seller	Landon (17389)
trade 3139692	time	2004-10-01T22:02:18.273
trade 3139692	asset	REP04_G52
trade 3139692	price	0.428
trade 3139692	quantity	5
trade 3139841	buyer	Gabriel (16617)
trade 3139841	seller	Landon (17389)
trade 3139841	time	2004-10-01T23:41:40.930
trade 3139841	asset	REP04_G52
trade 3139841	price	0.428
trade 3139841	quantity	5
trade 3141896	buyer	Dylan (268)
trade 3141896	seller	Peyton (18019)
trade 3141896	time	2004-10-02T18:30:22.617
trade 3141896	asset	REP04_L52
trade 3141896	price	0.193
trade 3141896	quantity	85
trade 3141980	buyer	Kendra (6314)
trade 3141980	seller	Jayden (16611)
trade 3141980	time	2004-10-02T18:52:07.903
trade 3141980	asset	REP04_G52
trade 3141980	price	0.404
trade 3141980	quantity	5
trade 3142067	buyer	Landon (17389)
trade 3142067	seller	Wade (18814)
trade 3142067	time	2004-10-02T19:06:52.843
trade 3142067	asset	REP04_G52
trade 3142067	price	0.405
trade 3142067	quantity	4
trade 3142245	buyer	Landon (17389)
trade 3142245	seller	Olivia (10138)
trade 3142245	time	2004-10-02T20:09:19.740
trade 3142245	asset	REP04_G52
trade 3142245	price	0.403
trade 3142245	quantity	3
trade 3142425	buyer	Peyton (18019)
trade 3142425	seller	Olivia (10138)
trade 3142425	time	2004-10-02T20:59:42.497
trade 3142425	asset	REP04_G52
trade 3142425	price	0.397
trade 3142425	quantity	20
trade 3142821	buyer	Winter (18708)
trade 3142821	seller	Peyton (18019)
trade 3142821	time	2004-10-02T22:04:22.127
trade 3142821	asset	REP04_L52
trade 3142821	price	0.205
trade 3142821	quantity	85
trade 3143192	buyer	Peyton (18019)
trade 3143192	seller	Delilah (17393)
trade 3143192	time	2004-10-02T23:04:03.960
trade 3143192	asset	REP04_G52
trade 3143192	price	0.392
trade 3143192	quantity	40
trade 3143285	buyer	Delilah (17393)
trade 3143285	seller	Landon (17389)
trade 3143285	time	2004-10-02T23:18:06.757
trade 3143285	asset	DEM04_G52
trade 3143285	price	0.149
trade 3143285	quantity	3
trade 3143738	buyer	Delilah (17393)
trade 3143738	seller	Elle (1891)
trade 3143738	time	2004-10-03T00:06:35.860
trade 3143738	asset	DEM04_G52
trade 3143738	price	0.176
trade 3143738	quantity	10
trade 3143747	buyer	Peyton (18019)
trade 3143747	seller	Elle (1891)
trade 3143747	time	2004-10-03T00:08:15.417
trade 3143747	asset	REP04_G52
trade 3143747	price	0.373
trade 3143747	quantity	4
trade 3143750	buyer	Sebastian (14385)
trade 3143750	seller	Peyton (18019)
trade 3143750	time	2004-10-03T00:10:47.273
trade 3143750	asset	REP04_L52
trade 3143750	price	0.2
trade 3143750	quantity	75
trade 3143950	buyer	Olivia (10138)
trade 3143950	seller	Elle (1891)
trade 3143950	time	2004-10-03T00:28:29.633
trade 3143950	asset	REP04_L52
trade 3143950	price	0.201
trade 3143950	quantity	4
trade 3144679	buyer	Delilah (17393)
trade 3144679	seller	Xander (18398)
trade 3144679	time	2004-10-03T07:47:27.103
trade 3144679	asset	DEM04_G52
trade 3144679	price	0.159
trade 3144679	quantity	10
trade 3145046	buyer	Alani (18472)
trade 3145046	seller	Landon (17389)
trade 3145046	time	2004-10-03T10:34:16.407
trade 3145046	asset	DEM04_L52
trade 3145046	price	0.28
trade 3145046	quantity	4
trade 3145105	buyer	Dorothy (5985)
trade 3145105	seller	Landon (17389)
trade 3145105	time	2004-10-03T10:44:16.023
trade 3145105	asset	DEM04_L52
trade 3145105	price	0.27
trade 3145105	quantity	4
trade 3145670	buyer	Michelle (18807)
trade 3145670	seller	Juan (18305)
trade 3145670	time	2004-10-03T12:07:57.190
trade 3145670	asset	REP04_G52
trade 3145670	price	0.369
trade 3145670	quantity	10
trade 3145694	buyer	Kaleb (18499)
trade 3145694	seller	Landon (17389)
trade 3145694	time	2004-10-03T12:13:24.080
trade 3145694	asset	REP04_L52
trade 3145694	price	0.199
trade 3145694	quantity	20
trade 3145821	buyer	Mario (18790)
trade 3145821	seller	Peyton (18019)
trade 3145821	time	2004-10-03T13:02:45.673
trade 3145821	asset	REP04_L52
trade 3145821	price	0.2
trade 3145821	quantity	39
trade 3145990	buyer	Kaleb (18499)
trade 3145990	seller	Landon (17389)
trade 3145990	time	2004-10-03T13:42:28.967
trade 3145990	asset	REP04_G52
trade 3145990	price	0.37
trade 3145990	quantity	1
trade 3146060	buyer	Kaleb (18499)
trade 3146060	seller	Landon (17389)
trade 3146060	time	2004-10-03T13:54:57.563
trade 3146060	asset	DEM04_G52
trade 3146060	price	0.166
trade 3146060	quantity	7
trade 3146095	buyer	Landon (17389)
trade 3146095	seller	Elle (1891)
trade 3146095	time	2004-10-03T13:59:39.447
trade 3146095	asset	DEM04_L52
trade 3146095	price	0.265
trade 3146095	quantity	3
trade 3146097	buyer	Landon (17389)
trade 3146097	seller	Elle (1891)
trade 3146097	time	2004-10-03T13:59:39.447
trade 3146097	asset	REP04_L52
trade 3146097	price	0.199
trade 3146097	quantity	3
trade 3146367	buyer	Jordyn (18413)
trade 3146367	seller	Eden (18271)
trade 3146367	time	2004-10-03T14:52:31.503
trade 3146367	asset	DEM04_G52
trade 3146367	price	0.18
trade 3146367	quantity	206
trade 3146797	buyer	Charlee (18604)
trade 3146797	seller	Peyton (18019)
trade 3146797	time	2004-10-03T17:17:05.187
trade 3146797	asset	REP04_G52
trade 3146797	price	0.364
trade 3146797	quantity	1
trade 3147431	buyer	Melody (18166)
trade 3147431	seller	Landon (17389)
trade 3147431	time	2004-10-03T19:43:38.803
trade 3147431	asset	DEM04_L52
trade 3147431	price	0.246
trade 3147431	quantity	3
trade 3148458	buyer	Cataleya (18935)
trade 3148458	seller	Kaliyah (7595)
trade 3148458	time	2004-10-04T00:22:26.380
trade 3148458	asset	DEM04_G52
trade 3148458	price	0.191
trade 3148458	quantity	100
trade 3149618	buyer	Oliver (1104)
trade 3149618	seller	Peyton (18019)
trade 3149618	time	2004-10-04T08:17:17.433
trade 3149618	asset	REP04_L52
trade 3149618	price	0.214
trade 3149618	quantity	38
