node1	label	node2
trade 2992888	seller	Lorelai (5366)
trade 2992888	time	2004-06-11T15:04:02.323
trade 2992888	asset	REP04
trade 2992888	price	0.518
trade 2992888	quantity	1
trade 2993061	buyer	Lincoln (16628)
trade 2993061	seller	Mila (1535)
trade 2993061	time	2004-06-12T13:20:54.170
trade 2993061	asset	REP04
trade 2993061	price	0.535
trade 2993061	quantity	3
trade 2993404	buyer	Lyla (18214)
trade 2993404	seller	Ari (1933)
trade 2993404	time	2004-06-14T13:20:44.890
trade 2993404	asset	DEM04
trade 2993404	price	0.485
trade 2993404	quantity	50
trade 2993760	buyer	Evan (18142)
trade 2993760	seller	Owen (15547)
trade 2993760	time	2004-06-15T11:22:31.477
trade 2993760	asset	REP04
trade 2993760	price	0.53
trade 2993760	quantity	15
trade 2994046	buyer	Bennett (18106)
trade 2994046	seller	Wyatt (16359)
trade 2994046	time	2004-06-16T10:53:02.600
trade 2994046	asset	REP04
trade 2994046	price	0.532
trade 2994046	quantity	1
trade 2994118	buyer	Lorelai (5366)
trade 2994118	seller	Nathan (17252)
trade 2994118	time	2004-06-16T14:08:22.077
trade 2994118	asset	DEM04
trade 2994118	price	0.46
trade 2994118	quantity	1
trade 2994131	buyer	Harrison (18205)
trade 2994131	seller	Arya (18201)
trade 2994131	time	2004-06-16T16:10:23.500
trade 2994131	asset	REP04
trade 2994131	price	0.554
trade 2994131	quantity	2
trade 2995349	buyer	Nathaniel (18250)
trade 2995349	seller	Arianna (18227)
trade 2995349	time	2004-06-20T08:16:42.083
trade 2995349	asset	DEM04
trade 2995349	price	0.455
trade 2995349	quantity	10
trade 2996268	buyer	Legend (18259)
trade 2996268	seller	Diego (18248)
trade 2996268	time	2004-06-22T18:40:06.253
trade 2996268	asset	DEM04
trade 2996268	price	0.457
trade 2996268	quantity	200
trade 2997918	buyer	Carter (4136)
trade 2997918	seller	Gael (18198)
trade 2997918	time	2004-06-26T07:27:51.933
trade 2997918	asset	DEM04
trade 2997918	price	0.45
trade 2997918	quantity	1
trade 2997939	buyer	Carter (4136)
trade 2997939	seller	Gael (18198)
trade 2997939	time	2004-06-26T07:29:11.660
trade 2997939	asset	DEM04
trade 2997939	price	0.45
trade 2997939	quantity	2
trade 2997945	buyer	Carter (4136)
trade 2997945	seller	Gael (18198)
trade 2997945	time	2004-06-26T07:29:28.130
trade 2997945	asset	DEM04
trade 2997945	price	0.45
trade 2997945	quantity	2
trade 2998802	buyer	Ronald (7276)
trade 2998802	seller	Landon (17389)
trade 2998802	time	2004-06-28T12:54:19.790
trade 2998802	asset	DEM04
trade 2998802	price	0.46
trade 2998802	quantity	7
trade 3001073	buyer	Kingston (18213)
trade 3001073	seller	Bennett (18106)
trade 3001073	time	2004-07-01T12:56:44.087
trade 3001073	asset	DEM04
trade 3001073	price	0.469
trade 3001073	quantity	2
trade 3002815	buyer	Derrick (6422)
trade 3002815	seller	Owen (15547)
trade 3002815	time	2004-07-02T13:45:39.817
trade 3002815	asset	DEM04
trade 3002815	price	0.461
trade 3002815	quantity	12
trade 3003142	buyer	Jenna (6280)
trade 3003142	seller	Carter (4136)
trade 3003142	time	2004-07-02T15:01:12.410
trade 3003142	asset	DEM04
trade 3003142	price	0.44
trade 3003142	quantity	2
trade 3003936	buyer	Jada (6268)
trade 3003936	seller	Arya (18201)
trade 3003936	time	2004-07-03T02:44:10.703
trade 3003936	asset	DEM04
trade 3003936	price	0.449
trade 3003936	quantity	2
trade 3008097	buyer	Nicholas (17599)
trade 3008097	seller	Owen (15547)
trade 3008097	time	2004-07-06T09:34:52.563
trade 3008097	asset	REP04
trade 3008097	price	0.521
trade 3008097	quantity	9
trade 3008308	buyer	Mary (18245)
trade 3008308	seller	Owen (15547)
trade 3008308	time	2004-07-06T12:01:10.390
trade 3008308	asset	REP04
trade 3008308	price	0.53
trade 3008308	quantity	4
trade 3014180	buyer	Giovanni (18218)
trade 3014180	seller	Carter (4136)
trade 3014180	time	2004-07-09T07:44:23.920
trade 3014180	asset	DEM04
trade 3014180	price	0.505
trade 3014180	quantity	1
trade 3016408	buyer	Reese (18304)
trade 3016408	seller	Owen (15547)
trade 3016408	time	2004-07-10T17:23:44.217
trade 3016408	asset	REP04
trade 3016408	price	0.504
trade 3016408	quantity	2
trade 3016465	buyer	Reese (18304)
trade 3016465	seller	Owen (15547)
trade 3016465	time	2004-07-10T17:24:31.487
trade 3016465	asset	REP04
trade 3016465	price	0.504
trade 3016465	quantity	17
trade 3016644	buyer	Zachary (18283)
trade 3016644	seller	Owen (15547)
trade 3016644	time	2004-07-10T19:17:36.790
trade 3016644	asset	DEM04
trade 3016644	price	0.499
trade 3016644	quantity	10
trade 3016814	buyer	Ashton (18285)
trade 3016814	seller	Kendra (6314)
trade 3016814	time	2004-07-10T22:07:46.340
trade 3016814	asset	REP04
trade 3016814	price	0.508
trade 3016814	quantity	1
trade 3022215	buyer	Jade (18017)
trade 3022215	seller	Emery (17661)
trade 3022215	time	2004-07-14T10:34:27.963
trade 3022215	asset	DEM04
trade 3022215	price	0.49
trade 3022215	quantity	8
trade 3022230	buyer	Jade (18017)
trade 3022230	seller	Emery (17661)
trade 3022230	time	2004-07-14T10:36:30.503
trade 3022230	asset	DEM04
trade 3022230	price	0.49
trade 3022230	quantity	9
trade 3028532	buyer	Anastasia (18334)
trade 3028532	seller	Beau (18182)
trade 3028532	time	2004-07-18T02:20:06.743
trade 3028532	asset	REP04
trade 3028532	price	0.517
trade 3028532	quantity	11
trade 3029624	buyer	Ashton (18285)
trade 3029624	seller	Mila (1535)
trade 3029624	time	2004-07-18T19:14:29.680
trade 3029624	asset	REP04
trade 3029624	price	0.516
trade 3029624	quantity	10
trade 3030513	buyer	Anastasia (18334)
trade 3030513	seller	Ryleigh (18336)
trade 3030513	time	2004-07-19T10:34:28.843
trade 3030513	asset	REP04
trade 3030513	price	0.511
trade 3030513	quantity	1
trade 3030847	buyer	Roman (17474)
trade 3030847	seller	Itzel (7613)
trade 3030847	time	2004-07-19T14:16:05.967
trade 3030847	asset	DEM04
trade 3030847	price	0.496
trade 3030847	quantity	50
trade 3032321	buyer	Alice (17460)
trade 3032321	seller	Juan (18305)
trade 3032321	time	2004-07-20T11:46:31.690
trade 3032321	asset	REP04
trade 3032321	price	0.51
trade 3032321	quantity	76
trade 3041773	buyer	Alondra (4629)
trade 3041773	seller	Juan (18305)
trade 3041773	time	2004-07-26T16:18:27.800
trade 3041773	asset	REP04
trade 3041773	price	0.498
trade 3041773	quantity	1
trade 3042984	buyer	Kehlani (18359)
trade 3042984	seller	Legend (18259)
trade 3042984	time	2004-07-27T10:00:24.173
trade 3042984	asset	REP04
trade 3042984	price	0.53
trade 3042984	quantity	10
trade 3044512	buyer	Anastasia (18334)
trade 3044512	seller	John (16234)
trade 3044512	time	2004-07-28T06:23:54.480
trade 3044512	asset	REP04
trade 3044512	price	0.498
trade 3044512	quantity	13
trade 3046864	buyer	Easton (17412)
trade 3046864	seller	Cameron (1948)
trade 3046864	time	2004-07-29T16:54:47.153
trade 3046864	asset	DEM04
trade 3046864	price	0.501
trade 3046864	quantity	25
trade 3047943	buyer	Camden (18355)
trade 3047943	seller	Aaliyah (17369)
trade 3047943	time	2004-07-30T06:49:50.347
trade 3047943	asset	DEM04
trade 3047943	price	0.51
trade 3047943	quantity	2
trade 3048434	buyer	Waylon (18124)
trade 3048434	seller	James (1278)
trade 3048434	time	2004-07-30T12:55:51.523
trade 3048434	asset	DEM04
trade 3048434	price	0.509
trade 3048434	quantity	5
trade 3049016	buyer	Jonathan (17400)
trade 3049016	seller	Owen (15547)
trade 3049016	time	2004-07-30T16:26:01.963
trade 3049016	asset	DEM04
trade 3049016	price	0.498
trade 3049016	quantity	9
trade 3049162	buyer	Hayden (18377)
trade 3049162	seller	Owen (15547)
trade 3049162	time	2004-07-30T16:38:45.120
trade 3049162	asset	REP04
trade 3049162	price	0.52
trade 3049162	quantity	17
trade 3049228	buyer	Naomi (17208)
trade 3049228	seller	Mila (1535)
trade 3049228	time	2004-07-30T16:45:35.640
trade 3049228	asset	REP04
trade 3049228	price	0.522
trade 3049228	quantity	14
trade 3050525	buyer	Catalina (18381)
trade 3050525	seller	Mila (1535)
trade 3050525	time	2004-07-31T07:59:30.210
trade 3050525	asset	DEM04
trade 3050525	price	0.483
trade 3050525	quantity	36
trade 3051162	buyer	Vivian (18107)
trade 3051162	seller	Blakely (18356)
trade 3051162	time	2004-07-31T18:09:21.040
trade 3051162	asset	DEM04
trade 3051162	price	0.482
trade 3051162	quantity	100
trade 3053963	buyer	Ryan (17264)
trade 3053963	seller	John (16234)
trade 3053963	time	2004-08-02T16:56:56.430
trade 3053963	asset	DEM04
trade 3053963	price	0.47
trade 3053963	quantity	7
trade 3056144	buyer	Nola (6784)
trade 3056144	seller	Owen (15547)
trade 3056144	time	2004-08-03T22:25:24.370
trade 3056144	asset	REP04
trade 3056144	price	0.52
trade 3056144	quantity	7
trade 3056188	buyer	Abel (18386)
trade 3056188	seller	Owen (15547)
trade 3056188	time	2004-08-03T22:25:54.450
trade 3056188	asset	DEM04
trade 3056188	price	0.49
trade 3056188	quantity	17
trade 3056272	buyer	Abel (18386)
trade 3056272	seller	Owen (15547)
trade 3056272	time	2004-08-03T22:26:41.533
trade 3056272	asset	DEM04
trade 3056272	price	0.49
trade 3056272	quantity	17
trade 3060634	buyer	Amara (18299)
trade 3060634	seller	Juan (18305)
trade 3060634	time	2004-08-06T09:51:23.817
trade 3060634	asset	REP04
trade 3060634	price	0.52
trade 3060634	quantity	2
trade 3060743	buyer	Greyson (17547)
trade 3060743	seller	Kendra (6314)
trade 3060743	time	2004-08-06T10:35:06.597
trade 3060743	asset	DEM04
trade 3060743	price	0.485
trade 3060743	quantity	4
trade 3060747	buyer	Brody (18382)
trade 3060747	seller	Kendra (6314)
trade 3060747	time	2004-08-06T10:40:36.360
trade 3060747	asset	REP04
trade 3060747	price	0.52
trade 3060747	quantity	5
trade 3061135	buyer	Ryleigh (18336)
trade 3061135	seller	Mila (1535)
trade 3061135	time	2004-08-06T14:34:19.380
trade 3061135	asset	DEM04
trade 3061135	price	0.484
trade 3061135	quantity	10
trade 3062396	buyer	Juliana (18401)
trade 3062396	seller	Bennett (18106)
trade 3062396	time	2004-08-07T09:39:44.123
trade 3062396	asset	REP04
trade 3062396	price	0.528
trade 3062396	quantity	3
trade 3064967	buyer	Brynlee (18407)
trade 3064967	seller	Ryland (4634)
trade 3064967	time	2004-08-09T01:22:59.163
trade 3064967	asset	DEM04
trade 3064967	price	0.501
trade 3064967	quantity	13
trade 3065485	buyer	King (18364)
trade 3065485	seller	Mila (1535)
trade 3065485	time	2004-08-09T09:50:40.220
trade 3065485	asset	REP04
trade 3065485	price	0.513
trade 3065485	quantity	10
trade 3068578	buyer	Juliana (18401)
trade 3068578	seller	Owen (15547)
trade 3068578	time	2004-08-10T20:55:53.883
trade 3068578	asset	REP04
trade 3068578	price	0.51
trade 3068578	quantity	4
trade 3069779	buyer	Jonathan (17400)
trade 3069779	seller	Cora (1765)
trade 3069779	time	2004-08-11T14:06:15.937
trade 3069779	asset	DEM04
trade 3069779	price	0.49
trade 3069779	quantity	2
trade 3071216	buyer	Jesse (18431)
trade 3071216	seller	Taylor (18340)
trade 3071216	time	2004-08-12T10:25:51.407
trade 3071216	asset	REP04
trade 3071216	price	0.52
trade 3071216	quantity	45
trade 3071272	buyer	Aziel (251)
trade 3071272	seller	Owen (15547)
trade 3071272	time	2004-08-12T10:26:50.460
trade 3071272	asset	DEM04
trade 3071272	price	0.485
trade 3071272	quantity	17
trade 3071472	buyer	Journee (18432)
trade 3071472	seller	Owen (15547)
trade 3071472	time	2004-08-12T11:10:32.040
trade 3071472	asset	DEM04
trade 3071472	price	0.5
trade 3071472	quantity	17
trade 3071484	buyer	Journee (18432)
trade 3071484	seller	Owen (15547)
trade 3071484	time	2004-08-12T11:10:40.090
trade 3071484	asset	DEM04
trade 3071484	price	0.5
trade 3071484	quantity	3
trade 3071543	buyer	Journee (18432)
trade 3071543	seller	John (16234)
trade 3071543	time	2004-08-12T11:15:02.940
trade 3071543	asset	DEM04
trade 3071543	price	0.5
trade 3071543	quantity	25
trade 3071661	buyer	Hope (18434)
trade 3071661	seller	Lorelai (5366)
trade 3071661	time	2004-08-12T12:01:53.390
trade 3071661	asset	DEM04
trade 3071661	price	0.499
trade 3071661	quantity	4
trade 3071714	buyer	Beau (18182)
trade 3071714	seller	Zayden (18394)
trade 3071714	time	2004-08-12T12:41:43.263
trade 3071714	asset	DEM04
trade 3071714	price	0.503
trade 3071714	quantity	1
trade 3071935	buyer	Hope (18434)
trade 3071935	seller	Owen (15547)
trade 3071935	time	2004-08-12T15:17:36.070
trade 3071935	asset	DEM04
trade 3071935	price	0.499
trade 3071935	quantity	17
trade 3071947	buyer	Hope (18434)
trade 3071947	seller	Owen (15547)
trade 3071947	time	2004-08-12T15:17:42.213
trade 3071947	asset	DEM04
trade 3071947	price	0.499
trade 3071947	quantity	17
trade 3073259	buyer	Anthony (16685)
trade 3073259	seller	Mila (1535)
trade 3073259	time	2004-08-13T11:25:18.673
trade 3073259	asset	REP04
trade 3073259	price	0.502
trade 3073259	quantity	3
trade 3073761	buyer	Nathaniel (18250)
trade 3073761	seller	Blake (18446)
trade 3073761	time	2004-08-13T19:01:20.840
trade 3073761	asset	REP04
trade 3073761	price	0.49
trade 3073761	quantity	10
trade 3073801	buyer	Nola (6784)
trade 3073801	seller	Blake (18446)
trade 3073801	time	2004-08-13T19:09:44.040
trade 3073801	asset	REP04
trade 3073801	price	0.489
trade 3073801	quantity	10
trade 3076072	buyer	Samara (1884)
trade 3076072	seller	John (16234)
trade 3076072	time	2004-08-15T13:56:22.213
trade 3076072	asset	REP04
trade 3076072	price	0.5
trade 3076072	quantity	5
trade 3076765	buyer	Leila (18436)
trade 3076765	seller	Lily (16601)
trade 3076765	time	2004-08-16T08:39:42.853
trade 3076765	asset	REP04
trade 3076765	price	0.507
trade 3076765	quantity	20
trade 3077336	buyer	Vanessa (18443)
trade 3077336	seller	Lorelai (5366)
trade 3077336	time	2004-08-17T09:12:47.633
trade 3077336	asset	REP04
trade 3077336	price	0.503
trade 3077336	quantity	5
trade 3078035	buyer	Miguel (18400)
trade 3078035	seller	Bennett (18106)
trade 3078035	time	2004-08-18T08:44:01.030
trade 3078035	asset	REP04
trade 3078035	price	0.507
trade 3078035	quantity	1
trade 3078388	buyer	Ariel (18426)
trade 3078388	seller	Elle (1891)
trade 3078388	time	2004-08-18T14:08:55.523
trade 3078388	asset	REP04
trade 3078388	price	0.508
trade 3078388	quantity	10
trade 3078392	buyer	King (18364)
trade 3078392	seller	Elle (1891)
trade 3078392	time	2004-08-18T14:30:49.337
trade 3078392	asset	REP04
trade 3078392	price	0.509
trade 3078392	quantity	1
trade 3079125	buyer	Vanessa (18443)
trade 3079125	seller	Owen (15547)
trade 3079125	time	2004-08-18T23:34:29.463
trade 3079125	asset	REP04
trade 3079125	price	0.503
trade 3079125	quantity	13
trade 3079227	buyer	Kyrie (18475)
trade 3079227	seller	Owen (15547)
trade 3079227	time	2004-08-18T23:41:40.607
trade 3079227	asset	DEM04
trade 3079227	price	0.498
trade 3079227	quantity	17
trade 3079906	buyer	Finn (18379)
trade 3079906	seller	Emery (17661)
trade 3079906	time	2004-08-19T10:42:10.653
trade 3079906	asset	REP04
trade 3079906	price	0.502
trade 3079906	quantity	2
trade 3080024	buyer	Danna (1945)
trade 3080024	seller	Amari (18461)
trade 3080024	time	2004-08-19T11:09:54.683
trade 3080024	asset	REP04
trade 3080024	price	0.506
trade 3080024	quantity	40
trade 3080946	buyer	Arlo (18468)
trade 3080946	seller	Owen (15547)
trade 3080946	time	2004-08-20T09:12:49.857
trade 3080946	asset	DEM04
trade 3080946	price	0.494
trade 3080946	quantity	1
trade 3081000	buyer	Ada (18393)
trade 3081000	seller	Gabriel (16617)
trade 3081000	time	2004-08-20T09:16:03.063
trade 3081000	asset	REP04
trade 3081000	price	0.511
trade 3081000	quantity	20
trade 3081641	buyer	Arlo (18468)
trade 3081641	seller	Elle (1891)
trade 3081641	time	2004-08-20T18:04:49.090
trade 3081641	asset	DEM04
trade 3081641	price	0.494
trade 3081641	quantity	1
trade 3081649	buyer	Lila (18485)
trade 3081649	seller	Owen (15547)
trade 3081649	time	2004-08-20T18:36:49.033
trade 3081649	asset	DEM04
trade 3081649	price	0.496
trade 3081649	quantity	5
trade 3081876	buyer	Marcus (18486)
trade 3081876	seller	Mila (1535)
trade 3081876	time	2004-08-21T07:33:23.500
trade 3081876	asset	DEM04
trade 3081876	price	0.497
trade 3081876	quantity	46
trade 3082376	buyer	Brantley (18501)
trade 3082376	seller	Sage (18476)
trade 3082376	time	2004-08-23T11:27:34.643
trade 3082376	asset	REP04
trade 3082376	price	0.504
trade 3082376	quantity	20
trade 3082891	buyer	Adelyn (18510)
trade 3082891	seller	Sage (18476)
trade 3082891	time	2004-08-24T12:48:53.270
trade 3082891	asset	REP04
trade 3082891	price	0.509
trade 3082891	quantity	13
trade 3083207	buyer	Dylan (16748)
trade 3083207	seller	Kayla (18462)
trade 3083207	time	2004-08-24T22:39:01.577
trade 3083207	asset	REP04
trade 3083207	price	0.511
trade 3083207	quantity	20
trade 3083276	buyer	Diana (18532)
trade 3083276	seller	Landon (17389)
trade 3083276	time	2004-08-24T23:45:27.830
trade 3083276	asset	REP04
trade 3083276	price	0.511
trade 3083276	quantity	13
trade 3084081	buyer	Jonathan (17400)
trade 3084081	seller	Sage (18476)
trade 3084081	time	2004-08-25T17:06:27.273
trade 3084081	asset	DEM04
trade 3084081	price	0.46
trade 3084081	quantity	40
trade 3084267	buyer	Ellie (16384)
trade 3084267	seller	John (16234)
trade 3084267	time	2004-08-26T05:04:10.980
trade 3084267	asset	REP04
trade 3084267	price	0.518
trade 3084267	quantity	10
trade 3084666	buyer	Atlas (18402)
trade 3084666	seller	Landon (17389)
trade 3084666	time	2004-08-26T15:56:43.747
trade 3084666	asset	DEM04
trade 3084666	price	0.472
trade 3084666	quantity	25
trade 3084942	buyer	Adalyn (18292)
trade 3084942	seller	Mila (1535)
trade 3084942	time	2004-08-26T18:44:17.817
trade 3084942	asset	REP04
trade 3084942	price	0.534
trade 3084942	quantity	2
trade 3085102	buyer	Mark (18507)
trade 3085102	seller	Aziel (251)
trade 3085102	time	2004-08-27T08:18:46.840
trade 3085102	asset	REP04
trade 3085102	price	0.538
trade 3085102	quantity	50
trade 3085164	buyer	River (18397)
trade 3085164	seller	Landon (17389)
trade 3085164	time	2004-08-27T12:34:38.630
trade 3085164	asset	DEM04
trade 3085164	price	0.47
trade 3085164	quantity	51
trade 3085223	buyer	Eric (18421)
trade 3085223	seller	Ellie (16384)
trade 3085223	time	2004-08-27T14:01:13.237
trade 3085223	asset	DEM04
trade 3085223	price	0.472
trade 3085223	quantity	10
trade 3085276	buyer	Eric (18421)
trade 3085276	seller	Blakely (18356)
trade 3085276	time	2004-08-27T15:11:47.010
trade 3085276	asset	DEM04
trade 3085276	price	0.468
trade 3085276	quantity	50
trade 3085669	buyer	Amirah (6262)
trade 3085669	seller	Landon (17389)
trade 3085669	time	2004-08-28T09:45:35.590
trade 3085669	asset	REP04
trade 3085669	price	0.543
trade 3085669	quantity	3
trade 3085751	buyer	Amirah (6262)
trade 3085751	seller	Landon (17389)
trade 3085751	time	2004-08-28T09:51:13.837
trade 3085751	asset	REP04
trade 3085751	price	0.543
trade 3085751	quantity	3
trade 3085885	buyer	Amirah (6262)
trade 3085885	seller	Landon (17389)
trade 3085885	time	2004-08-28T09:58:32.480
trade 3085885	asset	REP04
trade 3085885	price	0.543
trade 3085885	quantity	3
trade 3085902	buyer	Imani (5226)
trade 3085902	seller	Landon (17389)
trade 3085902	time	2004-08-28T10:07:44.137
trade 3085902	asset	DEM04
trade 3085902	price	0.457
trade 3085902	quantity	3
trade 3085946	buyer	Amirah (6262)
trade 3085946	seller	Ryan (17264)
trade 3085946	time	2004-08-28T11:01:11.043
trade 3085946	asset	REP04
trade 3085946	price	0.547
trade 3085946	quantity	10
trade 3085947	buyer	Amirah (6262)
trade 3085947	seller	Ryan (17264)
trade 3085947	time	2004-08-28T11:01:33.077
trade 3085947	asset	REP04
trade 3085947	price	0.547
trade 3085947	quantity	10
trade 3085951	buyer	Amirah (6262)
trade 3085951	seller	Blake (18467)
trade 3085951	time	2004-08-28T11:02:43.910
trade 3085951	asset	REP04
trade 3085951	price	0.55
trade 3085951	quantity	10
trade 3086060	buyer	Amirah (6262)
trade 3086060	seller	Landon (17389)
trade 3086060	time	2004-08-28T11:10:06.743
trade 3086060	asset	REP04
trade 3086060	price	0.552
trade 3086060	quantity	3
trade 3086742	buyer	Ana (18534)
trade 3086742	seller	Londyn (18343)
trade 3086742	time	2004-08-29T13:00:28.023
trade 3086742	asset	REP04
trade 3086742	price	0.535
trade 3086742	quantity	50
trade 3087112	buyer	Christopher (16914)
trade 3087112	seller	Owen (15547)
trade 3087112	time	2004-08-30T08:52:34.587
trade 3087112	asset	DEM04
trade 3087112	price	0.461
trade 3087112	quantity	11
trade 3087136	buyer	Morgan (18411)
trade 3087136	seller	Ellie (16384)
trade 3087136	time	2004-08-30T10:10:13.003
trade 3087136	asset	DEM04
trade 3087136	price	0.452
trade 3087136	quantity	6
trade 3087144	buyer	Miranda (6237)
trade 3087144	seller	Chandler (7814)
trade 3087144	time	2004-08-30T10:15:24.593
trade 3087144	asset	REP04
trade 3087144	price	0.55
trade 3087144	quantity	10
trade 3087460	buyer	Stetson (1934)
trade 3087460	seller	Mila (1535)
trade 3087460	time	2004-08-30T15:53:22.520
trade 3087460	asset	DEM04
trade 3087460	price	0.452
trade 3087460	quantity	90
trade 3087943	buyer	Richard (18442)
trade 3087943	seller	Ellie (16384)
trade 3087943	time	2004-08-31T12:24:02.677
trade 3087943	asset	REP04
trade 3087943	price	0.543
trade 3087943	quantity	19
trade 3088439	buyer	Ellie (16384)
trade 3088439	seller	Landon (17389)
trade 3088439	time	2004-08-31T23:55:42.457
trade 3088439	asset	REP04
trade 3088439	price	0.515
trade 3088439	quantity	13
trade 3088636	buyer	Cameron (17363)
trade 3088636	seller	Blakely (18356)
trade 3088636	time	2004-09-01T13:17:22.540
trade 3088636	asset	DEM04
trade 3088636	price	0.463
trade 3088636	quantity	17
trade 3089493	buyer	Dakota (18568)
trade 3089493	seller	Sage (18476)
trade 3089493	time	2004-09-02T08:11:12.603
trade 3089493	asset	DEM04
trade 3089493	price	0.47
trade 3089493	quantity	10
trade 3089498	buyer	Blakely (18356)
trade 3089498	seller	London (18416)
trade 3089498	time	2004-09-02T08:59:46.160
trade 3089498	asset	REP04
trade 3089498	price	0.527
trade 3089498	quantity	7
trade 3089640	buyer	River (18397)
trade 3089640	seller	Ellie (16384)
trade 3089640	time	2004-09-02T11:52:23.313
trade 3089640	asset	DEM04
trade 3089640	price	0.472
trade 3089640	quantity	29
trade 3089658	buyer	Ellie (16384)
trade 3089658	seller	Mila (1535)
trade 3089658	time	2004-09-02T11:59:57.107
trade 3089658	asset	REP04
trade 3089658	price	0.531
trade 3089658	quantity	1
trade 3089906	buyer	Alivia (18551)
trade 3089906	seller	Landon (17389)
trade 3089906	time	2004-09-02T15:57:26.757
trade 3089906	asset	DEM04
trade 3089906	price	0.468
trade 3089906	quantity	3
trade 3090100	buyer	Ellie (16384)
trade 3090100	seller	Jane (18579)
trade 3090100	time	2004-09-02T17:16:28.837
trade 3090100	asset	DEM04
trade 3090100	price	0.465
trade 3090100	quantity	50
trade 3090366	buyer	John (16234)
trade 3090366	seller	Landon (17389)
trade 3090366	time	2004-09-02T22:30:31.200
trade 3090366	asset	DEM04
trade 3090366	price	0.47
trade 3090366	quantity	3
trade 3090666	buyer	Dawson (18419)
trade 3090666	seller	Mila (1535)
trade 3090666	time	2004-09-03T08:51:56.620
trade 3090666	asset	DEM04
trade 3090666	price	0.47
trade 3090666	quantity	20
trade 3090688	buyer	River (18267)
trade 3090688	seller	Alyssa (18424)
trade 3090688	time	2004-09-03T09:52:00.047
trade 3090688	asset	DEM04
trade 3090688	price	0.467
trade 3090688	quantity	4
trade 3090871	buyer	Paul (18548)
trade 3090871	seller	Landon (17389)
trade 3090871	time	2004-09-03T13:02:06.923
trade 3090871	asset	DEM04
trade 3090871	price	0.48
trade 3090871	quantity	6
trade 3091311	buyer	Ellie (16384)
trade 3091311	seller	Harmony (18374)
trade 3091311	time	2004-09-03T23:02:26.477
trade 3091311	asset	DEM04
trade 3091311	price	0.455
trade 3091311	quantity	40
trade 3091373	buyer	Ellie (16384)
trade 3091373	seller	Alexander (13574)
trade 3091373	time	2004-09-04T08:56:06.623
trade 3091373	asset	DEM04
trade 3091373	price	0.45
trade 3091373	quantity	10
trade 3091581	buyer	Alyssa (18424)
trade 3091581	seller	Jonathan (17400)
