id	label	type	quantity	cash	net	ratio	color	size	tooltip
Presley	'Presley'@en	org	5682.0	-25.174000000000092	-66.0	0.011615628299894404	#1d52c4	2.2952218308488552	Person: Presley</br>Quantity: 5682.0</br>Cash: -25.174000000000092
Maia	'Maia'@en	org	4092.0	-46.12900000000002	-434.0	0.10606060606060606	#1d52c4	2.0559257474129966	Person: Maia</br>Quantity: 4092.0</br>Cash: -46.12900000000002
Allie	'Allie'@en	org	3738.0	-255.61900000000048	1492.0	0.39914392723381487	#1d52c4	1.9948449765586622	Person: Allie</br>Quantity: 3738.0</br>Cash: -255.61900000000048
Corey	'Corey'@en	org	20192.0	1480.6280000000033	-8902.0	0.4408676703645008	#1d52c4	3.60997186137137	Person: Corey</br>Quantity: 20192.0</br>Cash: 1480.6280000000033
Gabrielle	'Gabrielle'@en	org	5551.0	-496.3530000000003	1069.0	0.1925779138893893	#1d52c4	2.277202149683011	Person: Gabrielle</br>Quantity: 5551.0</br>Cash: -496.3530000000003
Dorothy	'Dorothy'@en	org	2242.0	98.34999999999985	-954.0	0.4255129348795718	#1d52c4	1.678496835447333	Person: Dorothy</br>Quantity: 2242.0</br>Cash: 98.34999999999985
Melody	'Melody'@en	org	10173.0	-312.6619999999989	605.0	0.05947114912022019	#1d52c4	2.807411644883695	Person: Melody</br>Quantity: 10173.0</br>Cash: -312.6619999999989
Arlo	'Arlo'@en	org	12411.0	-497.1890000000003	453.0	0.03649987913947305	#1d52c4	3.0146095442277234	Person: Arlo</br>Quantity: 12411.0</br>Cash: -497.1890000000003
Peyton	'Peyton'@en	org	66084.0	5148.505999999981	-25552.0	0.38665940318382663	#1d52c4	5.801125469270247	Person: Peyton</br>Quantity: 66084.0</br>Cash: 5148.505999999981
Cairo	'Cairo'@en	org	3683.0	308.72699999999986	1111.0	0.3016562584849308	#1d52c4	1.9850151344980356	Person: Cairo</br>Quantity: 3683.0</br>Cash: 308.72699999999986
Kiara	'Kiara'@en	org	1365.0	-160.71999999999986	163.0	0.11941391941391942	#1d52c4	1.3873397843608855	Person: Kiara</br>Quantity: 1365.0</br>Cash: -160.71999999999986
Parker M	'Parker M'@en	org	34601.0	-651.2080000000042	677.0	0.019565908499754342	#1d52c4	4.45116905738028	Person: Parker M</br>Quantity: 34601.0</br>Cash: -651.2080000000042
Owen	'Owen'@en	org	22093.0	7912.328999999992	-17693.0	0.800841895623048	#1d52c4	3.7358034762079213	Person: Owen</br>Quantity: 22093.0</br>Cash: 7912.328999999992
Lorelai	'Lorelai'@en	org	10327.0	-437.9320000000007	3767.0	0.36477195700590687	#1d52c4	2.822424113153655	Person: Lorelai</br>Quantity: 10327.0</br>Cash: -437.9320000000007
Juan	'Juan'@en	org	61012.0	10389.550999999992	-27758.0	0.45495968006293847	#1d52c4	5.610431873273094	Person: Juan</br>Quantity: 61012.0</br>Cash: 10389.550999999992
Richard	'Richard'@en	org	2333.0	-352.9530000000003	505.0	0.21645949421345906	#1d52c4	1.7018249376874588	Person: Richard</br>Quantity: 2333.0</br>Cash: -352.9530000000003
Athena	'Athena'@en	org	1094.0	-240.7269999999999	170.0	0.15539305301645337	#1d52c4	1.2326777703823182	Person: Athena</br>Quantity: 1094.0</br>Cash: -240.7269999999999
Kamden	'Kamden'@en	org	9136.0	-335.96399999999926	440.0	0.04816112084063047	#1d52c4	2.7028784797746095	Person: Kamden</br>Quantity: 9136.0</br>Cash: -335.96399999999926
Lyla	'Lyla'@en	org	3822.0	-110.55300000000022	-14.0	0.003663003663003663	#1d52c4	2.009673149907266	Person: Lyla</br>Quantity: 3822.0</br>Cash: -110.55300000000022
Malakai	'Malakai'@en	org	1650.0	-298.682	-6.0	0.0036363636363636364	#1d52c4	1.5008783910731198	Person: Malakai</br>Quantity: 1650.0</br>Cash: -298.682
Oaklyn	'Oaklyn'@en	org	7091.0	-225.83100000000047	-481.0	0.06783246368636299	#1d52c4	2.4751858434047964	Person: Oaklyn</br>Quantity: 7091.0</br>Cash: -225.83100000000047
Remington M	'Remington M'@en	org	3676.0	114.60400000000038	-720.0	0.19586507072905332	#1d52c4	1.983757017764996	Person: Remington M</br>Quantity: 3676.0</br>Cash: 114.60400000000038
Anthony	'Anthony'@en	org	3783.0	146.9690000000001	-433.0	0.11445942373777425	#1d52c4	2.002815908555343	Person: Anthony</br>Quantity: 3783.0</br>Cash: 146.9690000000001
Madilyn	'Madilyn'@en	org	1761.0	-51.206	51.0	0.028960817717206135	#1d52c4	1.5386617086300602	Person: Madilyn</br>Quantity: 1761.0</br>Cash: -51.206
Dominick	'Dominick'@en	org	8816.0	372.69900000000007	1472.0	0.16696914700544466	#1d52c4	2.6693002536520214	Person: Dominick</br>Quantity: 8816.0</br>Cash: 372.69900000000007
Sara	'Sara'@en	org	6099.0	-293.05700000000024	297.0	0.04869650762420069	#1d52c4	2.3509828845947283	Person: Sara</br>Quantity: 6099.0</br>Cash: -293.05700000000024
Johnny	'Johnny'@en	org	2731.0	-498.46600000000007	69.0	0.025265470523617724	#1d52c4	1.7958581969049223	Person: Johnny</br>Quantity: 2731.0</br>Cash: -498.46600000000007
Grady	'Grady'@en	org	5541.0	39.14799999999991	-1745.0	0.3149251037718823	#1d52c4	2.2758161458567425	Person: Grady</br>Quantity: 5541.0</br>Cash: 39.14799999999991
Landon	'Landon'@en	org	229852.0	26818.433000000274	-75184.0	0.32709743661138474	#1d52c4	10.0	Person: Landon</br>Quantity: 229852.0</br>Cash: 26818.433000000274
Daniella	'Daniella'@en	org	4834.0	-491.15199999999993	2132.0	0.4410426148117501	#1d52c4	2.173684529168714	Person: Daniella</br>Quantity: 4834.0</br>Cash: -491.15199999999993
Kingston	'Kingston'@en	org	2943.0	286.6479999999999	-353.0	0.1199456337071016	#1d52c4	1.8416687732446313	Person: Kingston</br>Quantity: 2943.0</br>Cash: 286.6479999999999
Alivia	'Alivia'@en	org	16863.0	481.0730000000003	965.0	0.05722587914368736	#1d52c4	3.373602484717097	Person: Alivia</br>Quantity: 16863.0</br>Cash: 481.0730000000003
Gianni	'Gianni'@en	org	2761.0	-396.31000000000006	573.0	0.2075335023542195	#1d52c4	1.8024996878249877	Person: Gianni</br>Quantity: 2761.0</br>Cash: -396.31000000000006
Adelyn	'Adelyn'@en	org	7863.0	-502.1290000000006	153.0	0.019458222052651658	#1d52c4	2.5650383196333113	Person: Adelyn</br>Quantity: 7863.0</br>Cash: -502.1290000000006
Nicholas	'Nicholas'@en	org	4624.0	8.023000000000366	-70.0	0.01513840830449827	#1d52c4	2.1415896891444177	Person: Nicholas</br>Quantity: 4624.0</br>Cash: 8.023000000000366
Wesley	'Wesley'@en	org	7989.0	6.887999999999693	117.0	0.01464513706346226	#1d52c4	2.5792181468404367	Person: Wesley</br>Quantity: 7989.0</br>Cash: 6.887999999999693
Hallie	'Hallie'@en	org	5561.0	90.99299999999994	7.0	0.001258766408919259	#1d52c4	2.2785866510647814	Person: Hallie</br>Quantity: 5561.0</br>Cash: 90.99299999999994
Lilliana	'Lilliana'@en	org	4015.0	-489.83699999999993	707.0	0.17608966376089663	#1d52c4	2.042944287571654	Person: Lilliana</br>Quantity: 4015.0</br>Cash: -489.83699999999993
Alexis F	'Alexis F'@en	org	4037.0	-488.3860000000001	-859.0	0.21278176864007928	#1d52c4	2.046669705234595	Person: Alexis F</br>Quantity: 4037.0</br>Cash: -488.3860000000001
Legend	'Legend'@en	org	7062.0	1435.63	-3474.0	0.491928632115548	#1d52c4	2.4717036530891967	Person: Legend</br>Quantity: 7062.0</br>Cash: 1435.63
Gabriela	'Gabriela'@en	org	4248.0	127.19800000000009	-18.0	0.00423728813559322	#1d52c4	2.081748435089059	Person: Gabriela</br>Quantity: 4248.0</br>Cash: 127.19800000000009
Antonio	'Antonio'@en	org	7044.0	-544.1940000000002	934.0	0.13259511641113003	#1d52c4	2.4695381433937054	Person: Antonio</br>Quantity: 7044.0</br>Cash: -544.1940000000002
Willa	'Willa'@en	org	3329.0	-504.07400000000035	1287.0	0.3866025833583659	#1d52c4	1.9192345503322272	Person: Willa</br>Quantity: 3329.0</br>Cash: -504.07400000000035
Dylan M	'Dylan M'@en	org	16327.0	2991.8079999999986	-9493.0	0.5814295339009004	#1d52c4	3.3333078502189903	Person: Dylan M</br>Quantity: 16327.0</br>Cash: 2991.8079999999986
Emely	'Emely'@en	org	11882.0	-1334.1389999999994	2274.0	0.19138192223531392	#1d52c4	2.967603956420125	Person: Emely</br>Quantity: 11882.0</br>Cash: -1334.1389999999994
Anna	'Anna'@en	org	3056.0	455.75300000000027	500.0	0.16361256544502617	#1d52c4	1.8650961196194396	Person: Anna</br>Quantity: 3056.0</br>Cash: 455.75300000000027
Kira	'Kira'@en	org	4589.0	-123.26800000000006	1817.0	0.3959468293745914	#1d52c4	2.1361524072145093	Person: Kira</br>Quantity: 4589.0</br>Cash: -123.26800000000006
Jonathan	'Jonathan'@en	org	30528.0	-1502.377000000005	1522.0	0.04985587002096436	#1d52c4	4.23563588995091	Person: Jonathan</br>Quantity: 30528.0</br>Cash: -1502.377000000005
Maximilian	'Maximilian'@en	org	9069.0	-147.6170000000002	451.0	0.04972984893593561	#1d52c4	2.695903067080865	Person: Maximilian</br>Quantity: 9069.0</br>Cash: -147.6170000000002
Deacon	'Deacon'@en	org	1967.0	95.84499999999997	-11.0	0.005592272496187087	#1d52c4	1.6025358037020996	Person: Deacon</br>Quantity: 1967.0</br>Cash: 95.84499999999997
Case	'Case'@en	org	8303.0	-471.28099999999995	4913.0	0.5917138383716729	#1d52c4	2.6140132091997375	Person: Case</br>Quantity: 8303.0</br>Cash: -471.28099999999995
Lexi	'Lexi'@en	org	11111.0	-247.73000000000104	219.0	0.01971019710197102	#1d52c4	2.8970101500239807	Person: Lexi</br>Quantity: 11111.0</br>Cash: -247.73000000000104
Ariel M	'Ariel M'@en	org	14332.0	-502.14299999999935	2004.0	0.13982696064750208	#1d52c4	3.1767857370964987	Person: Ariel M</br>Quantity: 14332.0</br>Cash: -502.14299999999935
Henry	'Henry'@en	org	5525.0	-324.03899999999965	545.0	0.09864253393665158	#1d52c4	2.273595402404906	Person: Henry</br>Quantity: 5525.0</br>Cash: -324.03899999999965
Fiona	'Fiona'@en	org	5785.0	-488.40100000000007	-7.0	0.0012100259291270526	#1d52c4	2.3092158226613364	Person: Fiona</br>Quantity: 5785.0</br>Cash: -488.40100000000007
John	'John'@en	org	14082.0	2591.889000000006	-5486.0	0.3895753444113052	#1d52c4	3.156370519431438	Person: John</br>Quantity: 14082.0</br>Cash: 2591.889000000006
Enzo	'Enzo'@en	org	6566.0	-296.9289999999995	160.0	0.02436795613767895	#1d52c4	2.4108162117933976	Person: Enzo</br>Quantity: 6566.0</br>Cash: -296.9289999999995
Titus	'Titus'@en	org	958.0	301.1770000000001	-44.0	0.04592901878914405	#1d52c4	1.0775592567941061	Person: Titus</br>Quantity: 958.0</br>Cash: 301.1770000000001
Cesar	'Cesar'@en	org	9646.0	-167.25099999999975	1002.0	0.10387725482065105	#1d52c4	2.7550664563808143	Person: Cesar</br>Quantity: 9646.0</br>Cash: -167.25099999999975
Rosalie	'Rosalie'@en	org	2153.0	-496.1539999999999	345.0	0.1602415234556433	#1d52c4	1.6548781313262149	Person: Rosalie</br>Quantity: 2153.0</br>Cash: -496.1539999999999
Xander	'Xander'@en	org	17763.0	3835.1199999999953	-15117.0	0.8510386758993413	#1d52c4	3.439764975732013	Person: Xander</br>Quantity: 17763.0</br>Cash: 3835.1199999999953
Eden F	'Eden F'@en	org	4209.0	-100.93299999999999	389.0	0.09242100261344738	#1d52c4	2.075350897905258	Person: Eden F</br>Quantity: 4209.0</br>Cash: -100.93299999999999
Harley F	'Harley F'@en	org	941.0	-102.9	305.0	0.3241232731137088	#1d52c4	1.0	Person: Harley F</br>Quantity: 941.0</br>Cash: -102.9
Michelle	'Michelle'@en	org	3817.0	-494.1610000000009	257.0	0.06733036416033535	#1d52c4	2.0087966212674315	Person: Michelle</br>Quantity: 3817.0</br>Cash: -494.1610000000009
Sophia	'Sophia'@en	org	4929.0	698.5469999999991	-1459.0	0.2960032460945425	#1d52c4	2.1879187929771993	Person: Sophia</br>Quantity: 4929.0</br>Cash: 698.5469999999991
Khalil	'Khalil'@en	org	3239.0	-100.84899999999999	373.0	0.11515899969126274	#1d52c4	1.901745928956237	Person: Khalil</br>Quantity: 3239.0</br>Cash: -100.84899999999999
Eden	'Eden'@en	org	25100.0	-1.6000000000030923	4.0	0.00015936254980079682	#1d52c4	3.9238066870886814	Person: Eden</br>Quantity: 25100.0</br>Cash: -1.6000000000030923
Delilah	'Delilah'@en	org	33352.0	-1010.5079999999975	3044.0	0.09126888942192372	#1d52c4	4.386533636502527	Person: Delilah</br>Quantity: 33352.0</br>Cash: -1010.5079999999975
Esther	'Esther'@en	org	7058.0	-633.5009999999999	862.0	0.12213091527344858	#1d52c4	2.471222704170115	Person: Esther</br>Quantity: 7058.0</br>Cash: -633.5009999999999
Jase	'Jase'@en	org	6065.0	-499.19600000000065	3675.0	0.6059356966199505	#1d52c4	2.346522884261157	Person: Jase</br>Quantity: 6065.0</br>Cash: -499.19600000000065
Sarah	'Sarah'@en	org	6225.0	237.82600000000014	1001.0	0.1608032128514056	#1d52c4	2.3673842795123017	Person: Sarah</br>Quantity: 6225.0</br>Cash: 237.82600000000014
Lana	'Lana'@en	org	2648.0	-500.5260000000003	652.0	0.24622356495468278	#1d52c4	1.777187735771553	Person: Lana</br>Quantity: 2648.0</br>Cash: -500.5260000000003
Zaire	'Zaire'@en	org	8410.0	131.22299999999996	344.0	0.040903686087990485	#1d52c4	2.6257000079722688	Person: Zaire</br>Quantity: 8410.0</br>Cash: 131.22299999999996
Braelynn	'Braelynn'@en	org	4398.0	-30.548000000000116	-718.0	0.16325602546612097	#1d52c4	2.10600952695258	Person: Braelynn</br>Quantity: 4398.0</br>Cash: -30.548000000000116
Winston	'Winston'@en	org	3118.0	-198.14900000000006	524.0	0.16805644644002565	#1d52c4	1.877684427093667	Person: Winston</br>Quantity: 3118.0</br>Cash: -198.14900000000006
Kyla	'Kyla'@en	org	25100.0	1.6000000000021828	-4.0	0.00015936254980079682	#1d52c4	3.9238066870886814	Person: Kyla</br>Quantity: 25100.0</br>Cash: 1.6000000000021828
Adriana	'Adriana'@en	org	54104.0	7026.124000000031	-28640.0	0.5293508797870767	#1d52c4	5.337244633007042	Person: Adriana</br>Quantity: 54104.0</br>Cash: 7026.124000000031
Mila	'Mila'@en	org	57704.0	10307.902000000024	-21082.0	0.3653472896159712	#1d52c4	5.481690365471739	Person: Mila</br>Quantity: 57704.0</br>Cash: 10307.902000000024
Oakley F	'Oakley F'@en	org	34844.0	2613.0770000000084	-7858.0	0.22551945815635405	#1d52c4	4.463604083261325	Person: Oakley F</br>Quantity: 34844.0</br>Cash: 2613.0770000000084
Delaney	'Delaney'@en	org	12368.0	-5.153000000000702	402.0	0.03250323415265201	#1d52c4	3.0108297031949256	Person: Delaney</br>Quantity: 12368.0</br>Cash: -5.153000000000702
Blakely	'Blakely'@en	org	8553.0	2655.980999999999	-5305.0	0.6202502046065708	#1d52c4	2.641188888466216	Person: Blakely</br>Quantity: 8553.0</br>Cash: 2655.980999999999
Tristan	'Tristan'@en	org	5920.0	-413.5129999999991	422.0	0.07128378378378378	#1d52c4	2.3273340677876906	Person: Tristan</br>Quantity: 5920.0</br>Cash: -413.5129999999991
Addilyn	'Addilyn'@en	org	10502.0	-40.56400000000099	-308.0	0.02932774709579128	#1d52c4	2.8393350097009256	Person: Addilyn</br>Quantity: 10502.0</br>Cash: -40.56400000000099
Bruce	'Bruce'@en	org	23618.0	2946.803	-11484.0	0.48623930900160894	#1d52c4	3.832709102991188	Person: Bruce</br>Quantity: 23618.0</br>Cash: 2946.803
Addilyn x Adriana		edge_node	1090.0	0.0	-314.0	0.28807339449541286	#de402b	2.493909840867853	Person: Addilyn x Adriana</br>Quantity: 1090</br>Ratio: 0.28807339449541286
Addilyn x Landon		edge_node	2197.0	0.0	-283.0	0.1288120163859809	#b40100	3.421766169066227	Person: Addilyn x Landon</br>Quantity: 2197</br>Ratio: 0.1288120163859809
Adelyn x Landon		edge_node	1077.0	0.0	-493.0	0.45775301764159704	#f77f53	2.4795609099403992	Person: Adelyn x Landon</br>Quantity: 1077</br>Ratio: 0.45775301764159704
Adelyn x Parker M		edge_node	526.0	0.0	-6.0	0.011406844106463879	#830000	1.6170195523959494	Person: Adelyn x Parker M</br>Quantity: 526</br>Ratio: 0.011406844106463879
Adriana x Bruce		edge_node	494.0	0.0	-52.0	0.10526315789473684	#aa0000	1.5250607744402105	Person: Adriana x Bruce</br>Quantity: 494</br>Ratio: 0.10526315789473684
Adriana x Dominick		edge_node	480.0	0.0	-6.0	0.0125	#840000	1.4793127170367253	Person: Adriana x Dominick</br>Quantity: 480</br>Ratio: 0.0125
Adriana x Landon		edge_node	6778.0	0.0	2496.0	0.3682502213042195	#ed6245	5.57163405419175	Person: Adriana x Landon</br>Quantity: 6778</br>Ratio: 0.3682502213042195
Adriana x Mila		edge_node	541.0	0.0	63.0	0.11645101663585952	#af0000	1.6557005977624213	Person: Adriana x Mila</br>Quantity: 541</br>Ratio: 0.11645101663585952
Adriana x Olivia		edge_node	806.0	0.0	394.0	0.48883374689826303	#fa8957	2.1400332674494242	Person: Adriana x Olivia</br>Quantity: 806</br>Ratio: 0.48883374689826303
Alexis F x Olivia		edge_node	499.0	0.0	-101.0	0.20240480961923848	#c91d13	1.5404617150900883	Person: Alexis F x Olivia</br>Quantity: 499</br>Ratio: 0.20240480961923848
Alivia x Landon		edge_node	773.0	0.0	-353.0	0.45666235446313064	#f77f53	2.09149875400011	Person: Alivia x Landon</br>Quantity: 773</br>Ratio: 0.45666235446313064
Allie x Landon		edge_node	429.0	0.0	-191.0	0.44522144522144524	#f67b51	1.2497162084547013	Person: Allie x Landon</br>Quantity: 429</br>Ratio: 0.44522144522144524
Andre x Landon		edge_node	730.0	0.0	68.0	0.09315068493150686	#a50000	2.0248136961572296	Person: Andre x Landon</br>Quantity: 730</br>Ratio: 0.09315068493150686
Anna x Landon		edge_node	676.0	0.0	202.0	0.2988165680473373	#e0442f	1.9343524959617149	Person: Anna x Landon</br>Quantity: 676</br>Ratio: 0.2988165680473373
Anthony x Landon		edge_node	676.0	0.0	136.0	0.20118343195266272	#c81d12	1.9343524959617149	Person: Anthony x Landon</br>Quantity: 676</br>Ratio: 0.20118343195266272
Antonio x Landon		edge_node	1023.0	0.0	-447.0	0.436950146627566	#f57850	2.4184047240128983	Person: Antonio x Landon</br>Quantity: 1023</br>Ratio: 0.436950146627566
Ariel M x Cesar		edge_node	465.0	0.0	-143.0	0.30752688172043013	#e24831	1.4248653137713516	Person: Ariel M x Cesar</br>Quantity: 465</br>Ratio: 0.30752688172043013
Ariel M x Landon		edge_node	1286.0	0.0	430.0	0.3343701399688958	#e7533a	2.6955944440338833	Person: Ariel M x Landon</br>Quantity: 1286</br>Ratio: 0.3343701399688958
Ariel M x Wade		edge_node	704.0	0.0	-136.0	0.19318181818181818	#c61a10	1.98229876259473	Person: Ariel M x Wade</br>Quantity: 704</br>Ratio: 0.19318181818181818
Arlo x Landon		edge_node	987.0	0.0	-491.0	0.49746707193515705	#fb8c58	2.3761248529915697	Person: Arlo x Landon</br>Quantity: 987</br>Ratio: 0.49746707193515705
Aspen x Mila		edge_node	459.0	0.0	-49.0	0.10675381263616558	#ab0000	1.4010217905540665	Person: Aspen x Mila</br>Quantity: 459</br>Ratio: 0.10675381263616558
Athena x Peyton		edge_node	482.0	0.0	216.0	0.44813278008298757	#f67c51	1.4861118185788889	Person: Athena x Peyton</br>Quantity: 482</br>Ratio: 0.44813278008298757
Blakely x Owen		edge_node	822.0	0.0	-410.0	0.49878345498783455	#fb8c58	2.1628361907349554	Person: Blakely x Owen</br>Quantity: 822</br>Ratio: 0.49878345498783455
Braelynn x Mila		edge_node	417.0	0.0	5.0	0.011990407673860911	#830000	1.1515719897319845	Person: Braelynn x Mila</br>Quantity: 417</br>Ratio: 0.011990407673860911
Brian x Mila		edge_node	440.0	0.0	158.0	0.35909090909090907	#eb5e42	1.3137838296251063	Person: Brian x Mila</br>Quantity: 440</br>Ratio: 0.35909090909090907
Bruce x Juan		edge_node	636.0	0.0	2.0	0.0031446540880503146	#800000	1.8612399187978665	Person: Bruce x Juan</br>Quantity: 636</br>Ratio: 0.0031446540880503146
Bruce x Landon		edge_node	2878.0	0.0	346.0	0.1202223766504517	#b10000	3.846049894151541	Person: Bruce x Landon</br>Quantity: 2878</br>Ratio: 0.1202223766504517
Bruce x Mila		edge_node	415.0	0.0	-87.0	0.20963855421686747	#cb2014	1.1281017120196537	Person: Bruce x Mila</br>Quantity: 415</br>Ratio: 0.20963855421686747
Bruce x Peyton		edge_node	519.0	0.0	-79.0	0.15221579961464354	#ba0a06	1.5981129157337977	Person: Bruce x Peyton</br>Quantity: 519</br>Ratio: 0.15221579961464354
Cairo x Landon		edge_node	454.0	0.0	-176.0	0.3876651982378855	#f06949	1.380011089149808	Person: Cairo x Landon</br>Quantity: 454</br>Ratio: 0.3876651982378855
Case x Landon		edge_node	863.0	0.0	-333.0	0.3858632676709154	#f06849	2.2193237491275175	Person: Case x Landon</br>Quantity: 863</br>Ratio: 0.3858632676709154
Corey x Elle		edge_node	478.0	0.0	100.0	0.20920502092050208	#cb2014	1.4724157716082111	Person: Corey x Elle</br>Quantity: 478</br>Ratio: 0.20920502092050208
Corey x Landon		edge_node	2068.0	0.0	-40.0	0.019342359767891684	#870000	3.332717754718016	Person: Corey x Landon</br>Quantity: 2068</br>Ratio: 0.019342359767891684
Corey x Peyton		edge_node	954.0	0.0	-200.0	0.20964360587002095	#cb2014	2.336193582574565	Person: Corey x Peyton</br>Quantity: 954</br>Ratio: 0.20964360587002095
Damon x Landon		edge_node	813.0	0.0	-347.0	0.4268142681426814	#f4754f	2.150065180310543	Person: Damon x Landon</br>Quantity: 813</br>Ratio: 0.4268142681426814
Daniella x Jonathan		edge_node	431.0	0.0	-171.0	0.39675174013921116	#f16b4a	1.2625303872201052	Person: Daniella x Jonathan</br>Quantity: 431</br>Ratio: 0.39675174013921116
Daniella x Landon		edge_node	595.0	0.0	-77.0	0.12941176470588237	#b40101	1.7792122939402026	Person: Daniella x Landon</br>Quantity: 595</br>Ratio: 0.12941176470588237
Deacon x Landon		edge_node	724.0	0.0	-230.0	0.31767955801104975	#e34c35	2.0151606047737483	Person: Deacon x Landon</br>Quantity: 724</br>Ratio: 0.31767955801104975
Delaney x Juan		edge_node	434.0	0.0	26.0	0.059907834101382486	#970000	1.28065678931278	Person: Delaney x Juan</br>Quantity: 434</br>Ratio: 0.059907834101382486
Delilah x Gabrielle		edge_node	897.0	0.0	65.0	0.07246376811594203	#9d0000	2.264254221198599	Person: Delilah x Gabrielle</br>Quantity: 897</br>Ratio: 0.07246376811594203
Delilah x Jonathan		edge_node	835.0	0.0	365.0	0.437125748502994	#f57850	2.1810394290205277	Person: Delilah x Jonathan</br>Quantity: 835</br>Ratio: 0.437125748502994
Delilah x Kingston		edge_node	744.0	0.0	42.0	0.056451612903225805	#960000	2.0469915223983755	Person: Delilah x Kingston</br>Quantity: 744</br>Ratio: 0.056451612903225805
Delilah x Landon		edge_node	1356.0	0.0	-582.0	0.42920353982300885	#f4764f	2.762038932416563	Person: Delilah x Landon</br>Quantity: 1356</br>Ratio: 0.42920353982300885
Delilah x Oakley F		edge_node	1066.0	0.0	-496.0	0.4652908067542214	#f88154	2.467309912477407	Person: Delilah x Oakley F</br>Quantity: 1066</br>Ratio: 0.4652908067542214
Delilah x Olivia		edge_node	2523.0	0.0	103.0	0.04082441537851764	#8f0000	3.633417275672808	Person: Delilah x Olivia</br>Quantity: 2523</br>Ratio: 0.04082441537851764
Delilah x Parker M		edge_node	1419.0	0.0	597.0	0.42071881606765327	#f3734e	2.8197658673558847	Person: Delilah x Parker M</br>Quantity: 1419</br>Ratio: 0.42071881606765327
Delilah x Peyton		edge_node	2083.0	0.0	181.0	0.08689390302448392	#a30000	3.3432460965600175	Person: Delilah x Peyton</br>Quantity: 2083</br>Ratio: 0.08689390302448392
Delilah x Xander		edge_node	705.0	0.0	-335.0	0.475177304964539	#f98555	1.9839679205744518	Person: Delilah x Xander</br>Quantity: 705</br>Ratio: 0.475177304964539
Destiny x Landon		edge_node	740.0	0.0	-272.0	0.3675675675675676	#ed6145	2.0407032281472826	Person: Destiny x Landon</br>Quantity: 740</br>Ratio: 0.3675675675675676
